"gcm","run","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"obs",NA,-9.88546153846154,-5.78294871794872,-2.2958717948718,3.69835897435897,9.38023076923077,14.0188461538462,16.0995128205128,15.0201794871795,9.73107692307692,3.19046153846154,-5.49264102564103,-9.04702564102564,-19.4142564102564,-16.6666923076923,-13.6312564102564,-7.51317948717949,-2.11130769230769,2.19335897435897,4.57894871794872,4.04535897435897,0.212435897435897,-4.41174358974359,-13.5951538461538,-17.7810512820513,80.8994871794872,64.4005128205128,49.2248717948718,37.3346153846154,51.1482051282051,66.8728205128205,80.3930769230769,76.8528205128205,92.0051282051282,96.5769230769231,81.0458974358975,85.3866666666666,-14.649858974359,-11.2248205128205,-7.9635641025641,-1.90741025641026,3.63446153846154,8.10610256410257,10.3392307692308,9.53276923076923,4.97175641025641,-0.610641025641027,-9.54389743589744,-13.4140384615385,-8.16979487179487,3.59423931623932,15.0461794871795,2.47629914529915,-17.8622136752137,-7.75191452991453,3.60588888888889,-5.93148717948718,229.439230769231,137.707692307692,224.118717948718,269.627948717949,-13.0160042735043,-2.07883760683761,9.32603418803419,-1.72759401709402
"ACCESS-ESM1-5","r10i1p1f1",-10.6333333333333,-8.12666666666667,-3.81333333333333,0.703333333333333,6.02,12.6866666666667,15.3366666666667,14.7866666666667,9.02,1.86333333333333,-4.61,-9.74,-14.9666666666667,-14.2066666666667,-10.94,-5.24333333333333,-0.15,5.38333333333333,8.27,7.22666666666667,2.77333333333333,-2.48666666666667,-9.18333333333333,-13.6633333333333,59,46.5966666666667,47.7533333333333,50.0533333333333,73.12,117.703333333333,111.556666666667,77.7066666666667,89.8833333333333,74.9466666666667,62.64,67.0966666666667,-12.81,-11.1766666666667,-7.38333333333333,-2.27,2.94,9.04,11.8033333333333,11.0066666666667,5.89,-0.293333333333333,-6.9,-11.69,-9.5,0.966666666666667,14.2733333333333,2.09666666666667,-14.2733333333333,-5.44666666666667,6.95666666666667,-2.97333333333333,173.383333333333,170.926666666667,306.95,227.48,-11.89,-2.24333333333333,10.6133333333333,-0.426666666666667
"ACCESS-ESM1-5","r1i1p1f1",-11.2233333333333,-8.46,-4.09333333333333,0.563333333333333,6.74333333333333,13.39,15.3066666666667,13.8733333333333,9.12,2.06666666666667,-4.44666666666667,-9.32666666666667,-15.72,-14.59,-11.1433333333333,-5.56333333333333,0.0833333333333333,6.04333333333333,8.17,6.67333333333333,2.85333333333333,-2.39333333333333,-8.98,-13.3566666666667,66.0733333333333,53.93,51.36,50.5033333333333,66.9233333333333,117.91,114.193333333333,87.48,96.2566666666667,80.1666666666667,66.8766666666667,72.69,-13.4733333333333,-11.5266666666667,-7.63333333333333,-2.50666666666667,3.41,9.71333333333333,11.73,10.27,5.99,-0.166666666666667,-6.70333333333333,-11.35,-9.70666666666667,1.07,14.19,2.25,-14.5933333333333,-5.54,6.97666666666667,-2.84333333333333,193.23,168.803333333333,319.583333333333,243.29,-12.14,-2.23,10.5733333333333,-0.3
"ACCESS-ESM1-5","r2i1p1f1",-10.4666666666667,-8.88,-4.17,0.603333333333333,6.66,13.05,15.2366666666667,14.66,9.64333333333333,1.72,-4.61,-9.22333333333333,-15.0333333333333,-15.07,-11.3633333333333,-5.67333333333333,0.00666666666666667,5.71333333333333,8.18333333333333,7.23666666666667,3.33333333333333,-2.68333333333333,-9.28333333333333,-13.1733333333333,68.58,49.9133333333333,52.0433333333333,44.3933333333333,71.4633333333333,123.106666666667,109.366666666667,81.7966666666667,93.0966666666667,85.2733333333333,69.06,64.09,-12.7566666666667,-11.9733333333333,-7.77,-2.55,3.32666666666667,9.37333333333333,11.7133333333333,10.9366666666667,6.48333333333333,-0.466666666666667,-6.94666666666667,-11.19,-9.49333333333333,1.02,14.31,2.25666666666667,-14.38,-5.68,7.04,-2.88,183.573333333333,167.9,314.266666666667,247.446666666667,-11.9366666666667,-2.33,10.68,-0.313333333333333
"ACCESS-ESM1-5","r3i1p1f1",-11.1033333333333,-7.91,-3.09,0.543333333333333,6.07,12.66,15.2733333333333,14.1766666666667,9.55333333333333,1.70666666666667,-4.51666666666667,-9.44666666666667,-15.4766666666667,-13.77,-10.1,-5.59666666666667,-0.236666666666667,5.4,8.27666666666667,7.11,3.19666666666667,-2.57666666666667,-9.12,-13.3866666666667,67.2633333333333,52.5033333333333,56.2166666666667,50.3766666666667,71.2833333333333,118.846666666667,117.786666666667,98.3533333333333,90.92,81.6033333333333,62.3366666666667,71.3933333333333,-13.2933333333333,-10.84,-6.58666666666667,-2.53,2.92333333333333,9.03,11.7833333333333,10.6366666666667,6.37,-0.443333333333333,-6.82333333333333,-11.42,-9.51333333333333,1.16666666666667,14.0366666666667,2.25,-14.2733333333333,-5.31333333333333,6.93,-2.83666666666667,192.243333333333,177.873333333333,334.996666666667,234.87,-11.9066666666667,-2.06666666666667,10.4833333333333,-0.293333333333333
"ACCESS-ESM1-5","r4i1p1f1",-10.64,-8.04333333333333,-3.76,0.673333333333333,6.28,12.78,14.99,14.76,9.17666666666667,2.04333333333333,-4.47333333333333,-9.59666666666667,-15.0033333333333,-14.13,-10.9566666666667,-5.39666666666667,0.0533333333333333,5.41666666666667,7.96666666666667,7.20333333333333,2.90333333333333,-2.44,-9.03,-13.5366666666667,61.8866666666667,51.9033333333333,48.33,51.5833333333333,80.1766666666667,115.666666666667,120.78,81.0133333333333,90.8766666666667,73.8166666666667,64.7666666666667,72.2333333333333,-12.8166666666667,-11.08,-7.36,-2.36,3.17,9.10666666666667,11.4833333333333,10.9766666666667,6.05333333333333,-0.206666666666667,-6.75,-11.5666666666667,-9.42,1.07333333333333,14.1733333333333,2.25,-14.22,-5.44,6.86,-2.85333333333333,185.51,180.096666666667,317.453333333333,229.443333333333,-11.8166666666667,-2.18666666666667,10.52,-0.3
"ACCESS-ESM1-5","r5i1p1f1",-11.1966666666667,-9.13,-5.27,0.46,6.02333333333333,12.7533333333333,15.1566666666667,14.1433333333333,8.00333333333333,1.46,-5.34666666666667,-10.0233333333333,-15.7833333333333,-15.2666666666667,-12.7133333333333,-5.79666666666667,-0.223333333333333,5.52,8.11666666666667,6.89333333333333,2.10333333333333,-2.97333333333333,-10.0333333333333,-14.04,63.0566666666667,48.9433333333333,47.7333333333333,47.97,70.8733333333333,119.133333333333,115.943333333333,87.6433333333333,98.6633333333333,79.3233333333333,62.3533333333333,64.4433333333333,-13.4866666666667,-12.1933333333333,-8.98666666666667,-2.67333333333333,2.9,9.13,11.6333333333333,10.5233333333333,5.05333333333333,-0.743333333333333,-7.69666666666667,-12.0266666666667,-10.13,0.403333333333333,14.0266666666667,1.36333333333333,-15.0566666666667,-6.24,6.84,-3.63666666666667,178.04,166.573333333333,322.72,240.363333333333,-12.5933333333333,-2.93,10.43,-1.13666666666667
"ACCESS-ESM1-5","r6i1p1f1",-9.52666666666667,-7.66333333333333,-3.84333333333333,0.876666666666667,5.93333333333333,12.54,15.1766666666667,14.34,8.53,1.44,-4.82666666666667,-9.02333333333333,-13.9133333333333,-13.8,-11.0933333333333,-5.11,-0.2,5.35666666666667,8.12,7.09666666666667,2.59333333333333,-3.03666666666667,-9.41333333333333,-12.9533333333333,65.1866666666667,56.1033333333333,50.6633333333333,52.84,76.77,118.043333333333,116.956666666667,90.8966666666667,91.5533333333333,85.57,70.6033333333333,69.31,-11.72,-10.74,-7.45666666666667,-2.12,2.85333333333333,8.94333333333333,11.65,10.7266666666667,5.56333333333333,-0.8,-7.10666666666667,-10.98,-8.73,0.993333333333333,14.0133333333333,1.72666666666667,-13.5366666666667,-5.47333333333333,6.87,-3.28333333333333,189.783333333333,180.266666666667,325.896666666667,247.716666666667,-11.1366666666667,-2.23666666666667,10.4466666666667,-0.78
"ACCESS-ESM1-5","r7i1p1f1",-10.44,-9.13333333333333,-4.01,0.483333333333333,6.40666666666667,12.8066666666667,15.3033333333333,14.5933333333333,8.74,1.73,-5.05666666666667,-9.55,-14.92,-15.2966666666667,-11.0633333333333,-5.68666666666667,0.04,5.47666666666667,8.17666666666667,7.20666666666667,2.56333333333333,-2.61333333333333,-9.77666666666667,-13.4766666666667,62.7233333333333,49.1233333333333,54.2866666666667,48.9366666666667,72.0833333333333,118.243333333333,111.683333333333,88.4833333333333,93.4733333333333,84.38,62.5033333333333,68.8,-12.6766666666667,-12.2166666666667,-7.53,-2.60333333333333,3.22333333333333,9.13,11.7433333333333,10.9033333333333,5.65,-0.436666666666667,-7.40666666666667,-11.51,-9.71,0.943333333333333,14.2466666666667,1.80333333333333,-14.5566666666667,-5.56,6.94666666666667,-3.27,182.42,175.313333333333,318.42,240.336666666667,-12.1266666666667,-2.30333333333333,10.6,-0.743333333333333
"ACCESS-ESM1-5","r8i1p1f1",-10.76,-7.87333333333333,-3.93666666666667,0.723333333333333,6.98333333333333,13.4633333333333,15.1166666666667,14.3933333333333,9.42333333333333,1.80333333333333,-4.33666666666667,-8.57666666666667,-15.2133333333333,-13.8133333333333,-11.0833333333333,-5.34333333333333,0.283333333333333,6.07,8.03666666666667,7.04,3.00333333333333,-2.61333333333333,-8.94333333333333,-12.5533333333333,62.9333333333333,47.7666666666667,47.17,48.23,70.7833333333333,122.75,112.55,84.2966666666667,84.7833333333333,79.2166666666667,75.4966666666667,73.2633333333333,-12.9866666666667,-10.8466666666667,-7.50666666666667,-2.32,3.62666666666667,9.77666666666667,11.58,10.7166666666667,6.21333333333333,-0.406666666666667,-6.63333333333333,-10.56,-9.06,1.25,14.3066666666667,2.29666666666667,-13.8533333333333,-5.39,7.05333333333333,-2.84666666666667,185.07,166.2,319.596666666667,239.466666666667,-11.45,-2.06666666666667,10.6866666666667,-0.28
