"Year","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1880",-9.69437503814697,-2.83582019805908,-5.83507776260376,-5.93855476379395,NA,-1.75855469703674,-0.483281224966049,-2.55527329444885,-0.711445271968842,0.0276171863079071,-0.192031249403954,NA,NA,NA,-1.59903640548388,-0.291953111688296
"1881",-5.94437503814697,-5.50582027435303,3.90492177009583,-0.366885531516302,-1.7590032296796,-1.29696488758874,-1.84372143139915,-1.01478730307685,-0.242185634516534,-0.874751325637575,0.677127943152473,-0.432864157422896,NA,0.593011002966641,-1.38515787402158,-0.146603005667212
"1882",1.40592612374213,-3.54943508193606,-4.29859616264464,-1.78720296564556,-0.659003262558291,-1.08855217789847,-1.77039925635807,-1.11016675687972,-1.28286393294259,-1.01570373395133,-0.168046874865409,0.33907005142781,-0.858791038538942,-2.24826746361617,-1.32303939704542,-0.822204847253107
"1883",2.70592609528572,-0.872719242688148,2.3318308361115,0.323302662660999,0.302323580997425,-1.81984624362761,-2.39218871824203,-1.96113402035929,-0.304117937722514,-0.974241408609575,-3.96804686515562,-0.903215706348419,0.724092301341795,0.985819026589974,-2.05772299407631,-1.7488020704959
"1884",2.32063881428011,-4.08821061349684,-0.506091263559129,0.730199016578909,-2.23618569297175,-1.30158541505299,-0.825745271311866,-0.683524909473601,-2.12505035246572,-2.59741174021075,1.43195308216156,-1.88251129850265,-0.89026250185505,-0.670692646650658,-0.936951865279485,-1.0968363368383
"1885",2.005926097593,0.027280745246718,1.23183086418336,-0.576697319746017,0.640996705139837,0.408544595683775,-0.270647675519989,-0.281737644585871,-0.560308710702004,0.265994199101002,-0.168046874865409,0.6671358183507,0.0502318481123576,0.432043416525728,-0.0479469081406952,-0.15412046215547
"1886",-1.90360239573887,-0.10070498370462,-0.196691463627512,-1.2567267815272,-0.859003254482823,-0.689663301384638,0.374648428011325,-0.784179672118156,-0.538786527610594,-0.533006544074705,-0.568046864001982,0.539070051523947,-0.445723853697598,-0.770807166545846,-0.36639818183049,-0.54661331189576
"1887",-1.59407379742592,-6.27271904483918,-2.66816904467921,-1.87669728648278,-1.9590032446769,-2.09145535961274,-2.83276076086106,-1.88929558377112,-1.51897174504495,NA,NA,NA,-2.44257426358038,-2.16795652527963,-2.27117056808164,NA
"1888",NA,2.36515617370605,NA,-0.507968738675117,1.40906247496605,2.11890614032745,-0.989218711853027,2.56874996423721,1.04421398404873,0.35139204764908,-0.402031227946281,2.93013252995231,NA,NA,1.23281246423721,0.331191601250509
"1889",3.67421859502792,-1.68484368920326,4.20546853542328,1.51203122735023,1.35906249284744,-0.091093746945262,0.687073826789856,-1.96142040780096,-1.64033141461286,-0.438910981922439,1.92796871066093,-0.4780492416837,1.63983581192566,2.35885408520699,-0.455146775985456,-0.0504245619581203
"1890",-5.25237902518242,-5.55554429177315,-2.00457374841878,-4.14285017866077,-0.700681790257945,-1.37887306511402,-0.35008758600011,-0.833612671009067,-0.524739576785853,-1.43963657184081,1.53690337412285,-0.262923755880558,-3.76199085287976,-2.28270190577916,-0.8541911073744,-0.142490924834603
"1891",4.65803735183947,-2.85538345755953,-0.171915240522305,0.0281830005085133,-0.309285026936171,0.160429682088734,1.4090624858597,0.22344696521759,-1.5358427473993,-0.956410973361044,-1.83819125637864,-0.722083311245749,0.513243379466461,-0.151005755649987,0.597646377722008,-1.44348165904633
"1892",0.957717788941932,NA,2.67546862363815,-3.35796862840652,NA,1.36890625953674,-0.221714011478153,-0.72869317910888,-1.61911927028136,-0.0404261312249935,-1.63203123211861,-0.140776504621361,NA,NA,0.139499689649903,-1.09719221120832
"1893",2.00421875715256,-6.61484360694885,0.995468720793724,-0.997968748211861,0.399062477052212,-2.04109370708466,0.191013250838627,-0.66899617693641,-1.51457381790335,-2.54375940019434,-2.92203110456467,0.347721773289865,-1.58380045147255,0.132187483211358,-0.839692211060813,-2.32678810755412
"1894",1.28421872854233,-1.75484374165535,0.295468740165234,0.102031245827675,0.229062490165234,0.248906247317791,-1.74838064927043,-1.11990530743743,-2.07608891255928,-1.81497153007623,1.18796870112419,-1.36367419452378,-0.0409677466077189,0.208854158719381,-0.873126569796692,-0.901030580503772
"1895",-0.829569821848589,-1.16907943331677,1.12361071939054,0.719383465207141,0.409300265104874,-0.612423477073511,-1.34316312435061,-2.27827528504764,-2.67654061594675,0.325574526873728,2.43958495308956,2.05447175710098,-1.12077448322971,0.750764816567518,-1.41128729549059,0.0295396213388451
"1896",-2.83873973722043,2.82026315772015,-3.37182393281356,-1.91272949179014,-0.900899312712929,-0.822425405621867,0.123132100688632,-0.146400920215952,-0.825977658984726,-0.254879119964141,-5.42921386293645,1.82885573748148,0.678665059200232,-2.06181757910554,-0.281898075049729,-2.17002354729511
"1897",2.28211559692644,-0.308024158484714,-5.00126750902696,0.498147179584273,-0.741523419041187,-0.64441943122074,-1.74013773103555,0.952898780187202,-1.86226990050636,-2.39901741801037,-4.84580773446295,0.119920796829544,1.26764905864107,-1.74821458282796,-0.477219460689696,-3.03569835099323
"1898",3.55734795331955,-2.451126355933,-0.707331933436376,1.22213768305844,-0.169472998543961,-0.554120280358889,-1.03805790743176,0.0262687937268671,-0.529901226051152,-1.86978475102838,-2.61266908921161,2.94568350818008,0.408714131405364,0.115110917026034,-0.521969798021259,-1.67078502209705
"1899",2.32091165910352,-3.4014869123359,-3.61296755975147,-0.531665304148535,-2.80657717079486,-1.42340909984877,1.36028446322131,-1.3610833990124,-0.865973230662211,-3.09487242518731,2.36325207858715,-0.307853027071171,0.621702751649233,-2.31707001156496,-0.474736011879952,-0.532531192420789
"1900",1.0449483808622,-3.25900714127523,-0.944116313589944,0.0727130009634596,-0.985078472652877,0.408880200635435,-0.486601568241086,-0.755923595734768,-1.0269254645649,-2.08799349981196,-2.38973206224896,1.86630818535978,-0.840637262494731,-0.618827261759787,-0.277881654446807,-1.83488367554194
