"Year","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
1900,-1.81,-6.78,-6.42,-2.44,-2.62,-2.92,-3.11,-5.53,-3.04,-4.12,-3.07,2.53,-1.19,-6.2,-6.65,-2.04,-4.23,-5.35,-4.61,-5.01,-4.36,-3.92,-4.37,3.44,-0.56,0.16,-0.24,-0.47,0.34,-0.13,-0.24,-0.07,-0.57,-0.61,-0.1,-0.52,-1.5,-6.49,-6.53,-2.24,-3.43,-4.14,-3.86,-5.27,-3.7,-4.02,-3.72,2.99,-3.6,-3.73,-3.86,-3.41,-2.77,-4.4,-5.15,-4.26,-0.23,-0.11,-0.11,-0.39,-3.18,-4.06,-4.51,-3.84
1901,-2.6,-1.6,1.27,-3.67,-1.75,-3.19,-2.91,-1.98,-2.74,2.27,0.85,2.29,-3.63,-4.63,0.35,-3.87,-4.42,-5.67,-5.84,-4.93,-5.62,-1.46,-0.74,1.59,-0.37,-0.66,-0.05,0.17,-0.08,-0.26,-0.3,-0.63,-0.6,-0.65,0.11,0.1,-3.11,-3.11,0.81,-3.77,-3.09,-4.43,-4.38,-3.46,-4.18,0.4,0.05,1.94,-0.58,-1.79,-3.61,0.24,-1.45,-2.78,-5.39,-2.59,-0.48,0.02,-0.33,-0.33,-1.01,-2.29,-4.5,-1.17
1902,-0.6,-0.8,-4.55,-1.98,-2.08,-3.22,-1.61,-1.54,-0.98,6.41,1.64,-1.78,-2.66,-1.05,-5.83,-3.09,-1.07,-4.21,-5.03,-4.77,-4.1,-1.77,-4.73,-5.59,-0.4,-0.03,-0.36,-0.1,0.27,-0.12,-0.07,0.24,-0.15,-0.61,-0.06,-0.06,-1.63,-0.92,-5.19,-2.54,-1.57,-3.71,-3.32,-3.15,-2.54,2.32,-1.55,-3.68,0.35,-2.94,-2.45,2.59,-0.48,-3.32,-4.65,-3.49,-0.09,-0.02,0.03,-0.31,-0.06,-3.13,-3.55,-0.45
1903,2.76,1.62,-5.06,-1.24,-0.4,2.01,0.1,-2.02,-3.45,0.69,0.31,4.38,-2.07,-1.6,-9.42,-3.27,-3.94,-2.01,-4.57,-3.91,-3.25,-0.97,-4.1,3.49,-0.2,-0.47,-0.37,0.59,0.23,0.3,-0.35,0.52,-0.03,-0.06,0,-0.28,0.35,0.01,-7.24,-2.26,-2.17,0,-2.24,-2.97,-3.35,-0.14,-1.9,3.94,0.8,-2.4,-0.06,-0.84,-3.07,-5.6,-3.43,-2.09,-0.25,-0.14,0.14,0.01,-1.14,-4,-1.74,-1.46
1904,1.6,-6.89,-5.23,3.32,-0.86,-1.32,1.21,0.95,0.74,3.11,8.11,4.39,-3.16,-13.51,-11.7,-1.64,-4.54,-4.87,-5.63,-5.35,-3.06,-1.22,2.13,2.11,-0.31,0.23,-0.28,-0.61,-0.21,-0.03,-0.52,-0.73,0.37,-0.3,-0.06,0.49,-0.78,-10.2,-8.47,0.84,-2.7,-3.1,-2.21,-2.2,-1.16,0.95,5.12,3.25,-0.09,-1.12,0.25,3.94,-3.77,-4.28,-5.34,-0.74,-0.17,-0.35,-0.43,-0.03,-1.93,-2.7,-2.54,1.6
1905,-2.41,-2.85,3.48,0.98,2.83,2.41,3.72,-1.54,-0.63,-1.87,2.27,3.45,-6,-6.62,1.55,-0.78,-2.86,-3.26,-2.89,-3.59,-2.73,-3.77,0.35,2.57,-0.84,-0.25,0.03,0.73,-0.26,-0.49,-0.82,0.5,-0.29,-0.4,-0.38,0.17,-4.21,-4.74,2.52,0.1,-0.02,-0.43,0.42,-2.57,-1.68,-2.82,1.31,3.01,-0.13,2.39,1.2,0.22,-3.5,-1.06,-3.28,-2.99,-0.25,-0.13,-0.29,-0.39,-1.82,0.67,-1.04,-1.38
1906,-0.94,-0.49,-0.58,2.08,1.89,0.17,4.89,0.31,-2.23,0.97,1.85,-3.08,-3.99,-3.23,-3.68,0.61,-0.49,-4.87,-1.85,-3.47,-1.73,0.78,-0.2,-5.81,-0.42,-0.67,-1,0.21,-0.89,-0.1,-0.44,-0.57,0.03,0.01,0.21,0.27,-2.47,-1.86,-2.13,1.35,0.7,-2.35,1.52,-1.58,-1.98,0.88,0.83,-4.44,0.74,1.26,1.69,0.05,-1.55,-0.54,-3.04,-0.22,-0.39,-0.75,-0.37,0.08,-0.4,0.36,-0.67,-0.08
1907,-14.16,-3.28,-3.94,-1.63,1.82,-0.77,1.65,-2.56,-0.51,3.17,4.19,2.31,-18.22,-4.65,-8.59,-3.38,-3.32,-4.36,-3.17,-2.18,-2.94,-2.08,0.2,0.44,-0.51,-0.13,-0.38,0.03,-0.37,-0.12,-0.45,0.41,-0.15,-0.74,-0.21,-0.25,-16.19,-3.96,-6.26,-2.51,-0.75,-2.57,-0.76,-2.37,-1.73,0.55,2.2,1.38,-7.13,-1.25,-0.57,2.12,-10.41,-5.5,-4.37,-1.42,-0.14,-0.31,-0.05,-0.3,-8.77,-3.38,-2.47,0.35
1908,1.34,-1.71,-4.08,-2.54,-1.07,-1.05,-0.63,-2.06,-2.72,-1.59,1.79,0.14,-1.57,-3.98,-5.63,-1.45,-2.06,-1.99,-3.34,-4.42,-2.32,-3.85,-1.15,-3.09,-0.65,0.39,0.97,-0.16,0.23,0,-0.13,-0.2,0.6,-0.36,-0.04,-0.34,-0.11,-2.85,-4.86,-2,-1.57,-1.52,-1.98,-3.24,-2.52,-2.72,0.32,-1.48,0.93,-2.49,-1.17,-0.88,-1.51,-2.78,-2.92,-2.83,-0.27,0.41,-0.06,0.06,-0.29,-2.64,-2.05,-1.86
1909,-11.13,-5.31,0.79,-2.91,-0.9,-0.64,-1.09,-3.98,-0.67,-0.43,-3.32,-3.81,-15,-6.64,1.23,-2.49,-2.86,-3.79,-3.01,-3.03,-0.63,-0.32,-5.7,-6.67,-0.43,0.25,-0.43,-0.26,-0.63,-0.12,-0.21,0.16,0.08,-0.15,-0.23,-0.49,-13.06,-5.98,1.01,-2.7,-1.88,-2.21,-2.05,-3.5,-0.65,-0.37,-4.51,-5.24,-5.39,-1.14,-1.91,-1.54,-8.3,-1.35,-3.29,-2.18,-0.23,-0.5,-0.06,-0.07,-6.85,-1.24,-2.6,-1.86
