"gcm","scenario","proj.year","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"obs",NA,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"obs",NA,2010,2.91811252268602,-0.0986025408348461,-8.16696914691661e-05,0.591920750151244,1.15117059891106,0.475859044162128,0.765744101633413,0.702474289171214,0.385550514216563,-0.128027828191165,1.14549304295221,1.22349667271627,3.68740169388991,0.27139745916516,0.683799153055054,0.612931034482757,1.07299153055051,1.0610647307925,1.15558378705384,0.764594676346038,0.837949183303085,0.16216575922565,1.48010284331518,1.97743194192378,-0.0408736619450587,0.0218674187928989,0.217143478959286,0.129132499110582,0.103106472593181,0.0425536733399765,-0.0878745992092007,-0.150302161988813,0.141825866752237,0.0762177057026654,0.0954422366023004,-0.13642233515319,3.30275710828796,0.0863974591651511,0.34185874168179,0.602425892317,1.11208106473079,0.768461887477308,0.96066394434362,0.73353448275863,0.61174984875983,0.0170689655172427,1.3127979431337,1.60046430732003,1.27710022181891,0.581003226456946,0.648025811655575,0.467671909659205,1.89129562411777,0.789907239362774,0.993747731397458,0.826739261947972,-0.0564125044521767,0.14684042769228,-0.0626203992301334,0.101228871354904,1.58419792296834,0.68545523290986,0.820886771526506,0.647205585803589
"ACCESS-ESM1-5","ssp126",2010,1.03366666666667,0.782,0.47,0.567333333333333,1.60566666666667,1.75466666666667,1.605,1.34733333333334,1.39733333333333,1.12633333333333,0.528166666666667,0.655666666666667,1.3325,1.26666666666667,0.949666666666667,0.533666666666667,1.18733333333333,1.45783333333333,1.31483333333333,1.28533333333333,1.20816666666667,0.797666666666667,0.521666666666667,0.736999999999999,0.047292359568665,-0.0143085858825852,-0.0114388976897449,-0.00952110543251949,0.0238132759998648,-0.0451362315872995,-0.133409102099096,-0.055230149432841,-0.0566373128650709,0.0144790864936286,0.00323565002367543,0.0539122163485981,1.179,1.02416666666667,0.706666666666667,0.551,1.3945,1.61,1.46516666666666,1.31333333333333,1.3015,0.967666666666667,0.525666666666667,0.694666666666667,0.803666666666667,0.882666666666667,1.56933333333333,1.01716666666667,1.08566666666667,0.891166666666667,1.35416666666667,0.844333333333333,0.0247702448096834,0.00116779450918658,-0.0739189574847393,-0.00928387114122298,0.944666666666667,0.8875,1.459,0.930166666666667
"ACCESS-ESM1-5","ssp126",2030,1.25766666666667,1.083,0.875,1.15383333333333,3.27666666666667,2.71766666666667,2.8415,2.60683333333333,2.67983333333333,2.52083333333333,1.26816666666667,1.28166666666667,1.616,2.06466666666667,1.89366666666667,1.15366666666667,2.47783333333333,2.46383333333333,2.41783333333333,2.39283333333333,2.43716666666667,1.99316666666667,1.48166666666667,1.394,0.00911609680871872,-0.0263052084056775,-0.00762714014870014,0.0596567606789071,0.147900086675597,-0.0205377596334736,-0.149189246852998,-0.126443612674648,-0.0344744223747784,0.0353348026068661,0.0439399519475281,0.0551012152388657,1.434,1.57716666666667,1.38916666666667,1.154,2.8795,2.5965,2.63666666666667,2.49633333333333,2.558,2.25666666666667,1.37366666666667,1.33466666666667,1.19116666666667,1.77116666666667,2.72533333333334,2.15266666666667,1.66966666666667,1.83766666666667,2.42966666666667,1.96433333333333,0.0144183876850006,0.066030383167351,-0.0821785040528672,0.0186992023758423,1.42666666666667,1.803,2.5745,2.05766666666667
"ACCESS-ESM1-5","ssp126",2050,1.91966666666667,1.762,1.0795,1.97783333333333,4.53416666666667,3.36216666666667,4,4.16883333333334,3.90333333333333,2.87483333333333,1.62066666666667,1.86266666666667,2.5215,3.16516666666667,2.25766666666667,1.69366666666667,3.55783333333333,2.95483333333333,3.20083333333333,3.26333333333333,3.19266666666667,2.42716666666667,1.97066666666667,2.0365,0.0640931950790053,-0.00594713736900399,-0.0060774241726691,0.0945611710518013,0.241717977869581,-0.0368356390534815,-0.209355664604224,-0.234266693334095,-0.105250621264856,0.145500109013442,0.0898528612265657,0.0826654895122096,2.217,2.46766666666667,1.67016666666667,1.837,4.0455,3.163,3.60316666666667,3.71133333333333,3.5465,2.65116666666667,1.79566666666667,1.94566666666667,1.84016666666667,2.53116666666667,3.84433333333333,2.79666666666667,2.56016666666667,2.50116666666667,3.13716666666667,2.52933333333333,0.0432188141784851,0.109230447774204,-0.13148745964738,0.056281850440242,2.19966666666667,2.514,3.49,2.66266666666667
"ACCESS-ESM1-5","ssp126",2070,2.26516666666667,1.839,1.2755,2.59983333333333,4.97816666666667,4.02716666666667,4.812,4.49133333333333,4.28383333333333,3.53183333333333,2.09416666666667,2.43066666666667,2.783,3.22866666666667,2.47666666666667,1.97616666666667,3.97833333333333,3.53783333333333,3.68733333333333,3.56033333333333,3.53066666666667,2.92566666666667,2.51966666666667,2.7055,-0.0126952113518926,0.022163778387803,0.00708700522372108,0.0955706984667801,0.294601348537209,-0.0508836816442493,-0.236349313157506,-0.259467413354667,-0.102077637664826,0.0838825596881427,0.0900896161063467,0.116187058225412,2.53,2.53666666666667,1.87266666666667,2.2885,4.481,3.784,4.25066666666667,4.02283333333333,3.9075,3.22466666666667,2.30716666666667,2.56566666666667,2.17666666666667,2.95216666666667,4.44633333333334,3.30016666666667,2.90366666666667,2.80816666666667,3.59566666666667,2.98883333333333,0.0432642502741312,0.132267790278976,-0.151827774462675,0.0338977818101058,2.54366666666667,2.8805,4.0195,3.14416666666667
"ACCESS-ESM1-5","ssp126",2090,2.24166666666667,1.6265,1.3995,2.56683333333333,4.95466666666667,3.69566666666667,4.812,4.56983333333334,4.11433333333333,3.55083333333333,2.01216666666667,2.15016666666667,2.8795,3.04566666666667,2.80366666666667,2.02866666666667,3.80733333333333,3.30583333333333,3.66233333333333,3.54583333333333,3.37816666666667,2.82566666666667,2.42566666666667,2.38,0.0131728102378788,-0.0100483593284524,0.0266079889217965,0.138292636759417,0.205044069475556,-0.029544785574425,-0.252732599169552,-0.234703848681391,-0.0639165105357277,0.0489483486433737,0.0737403763525719,0.109155564788139,2.5605,2.33816666666667,2.09766666666667,2.303,4.3765,3.506,4.23966666666666,4.05733333333333,3.744,3.18566666666667,2.22066666666667,2.25766666666667,2.00616666666667,2.97266666666667,4.35783333333334,3.22166666666667,2.76366666666667,2.87716666666667,3.50566666666667,2.87683333333333,0.0394551909224738,0.121598045386314,-0.14111649351949,0.0257592069371093,2.38366666666667,2.9255,3.9295,3.04966666666667
"ACCESS-ESM1-5","ssp245",2010,0.899666666666667,0.893,0.4155,0.629333333333333,1.46066666666667,1.74166666666667,1.613,1.47233333333334,1.50733333333333,1.00233333333333,0.584666666666667,0.580166666666666,1.099,1.31166666666667,0.820166666666667,0.554166666666667,1.13083333333333,1.45733333333333,1.36683333333333,1.34733333333333,1.22916666666667,0.744666666666667,0.616666666666667,0.661499999999999,0.0410907668051512,-0.00230099752537682,-0.00422864020126357,-0.00177929206890026,0.0404786293999122,-0.0332190071539179,-0.104606029771381,-0.0981313751821481,-0.0689772860591367,0.0230451788477146,0.00832149558934425,0.0581803123650417,0.9965,1.10616666666667,0.617666666666667,0.594,1.2935,1.602,1.49516666666667,1.40933333333333,1.367,0.878166666666667,0.602166666666667,0.621166666666666,0.781166666666667,0.839666666666667,1.61133333333333,1.03266666666667,1.00816666666667,0.836666666666667,1.39016666666667,0.860833333333333,0.0273616167980275,0.0117760090654695,-0.0687690180831626,-0.00773174572032653,0.896666666666667,0.836,1.5005,0.948666666666667
"ACCESS-ESM1-5","ssp245",2030,1.56916666666667,1.088,0.871,1.19083333333333,3.05816666666667,2.68016666666667,3.061,2.63083333333334,2.87883333333333,2.14933333333333,1.23866666666667,1.51516666666667,1.9745,1.87216666666667,1.82816666666667,1.08566666666667,2.27983333333333,2.29833333333333,2.53333333333333,2.46433333333333,2.35716666666667,1.67816666666667,1.46466666666667,1.6585,0.0606924608426456,-0.00753170039879092,0.057640371641829,0.0429427724146634,0.121154473924153,-0.0643596667477188,-0.131464279266711,-0.122054915854739,-0.122112762682158,0.0384121338527452,0.0639808140860385,0.0506199194214085,1.7695,1.48316666666667,1.34916666666667,1.1375,2.6675,2.494,2.80116666666667,2.54483333333333,2.6125,1.91266666666667,1.35616666666667,1.57866666666667,1.37466666666667,1.70816666666667,2.79233333333334,2.08816666666667,1.81916666666667,1.72866666666667,2.43566666666667,1.83183333333333,0.035099383886543,0.0748772918447949,-0.0970501354662002,0.00213373674319572,1.59266666666667,1.72,2.6135,1.95866666666667
"ACCESS-ESM1-5","ssp245",2050,2.17966666666667,1.7935,1.377,2.27933333333333,4.78166666666667,3.80466666666667,4.567,4.24483333333334,4.02783333333333,3.23683333333333,2.02666666666667,2.27916666666667,2.74,3.17266666666667,2.51516666666667,1.83766666666667,3.74683333333333,3.30533333333333,3.64183333333333,3.61183333333333,3.52216666666667,2.67516666666667,2.42416666666667,2.4885,0.0405772041476298,0.00505707716657455,-0.0123361016758683,0.129869392390687,0.19516642840258,-0.101286169518422,-0.232681229587566,-0.192248349952856,-0.0904949143383308,0.0790045365352638,0.119429683800705,0.0666714044400225,2.4605,2.48566666666667,1.94216666666667,2.0635,4.2665,3.5555,4.10766666666667,3.92533333333333,3.7725,2.95766666666667,2.22316666666667,2.38416666666667,2.07066666666667,2.81566666666667,4.20633333333333,3.09916666666667,2.77816666666667,2.69966666666667,3.52066666666667,2.86933333333333,0.0383223176043668,0.101885263869002,-0.16053949275228,0.0452690798888962,2.42516666666667,2.7575,3.8615,2.98216666666667
