"Year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1940",37.8795672268434,69.3584083767039,65.3246832942521,44.8287152943926,67.2892484365514,13.7278462029321,34.7797262710864,9.4453498195098,33.5639370475999,99.0730678809255,66.6066189296544,100.291464171648,-8.78714373553238,-6.94545197663482,-1.86121328848377,1.75288628472225,6.88650241427954,11.4101546676071,15.4396595142506,14.7908445005064,13.6061577690972,4.8440626356337,-6.24501252350982,-7.03035640010125,207.529439775196,177.442647025196,57.9529222935283,199.24362385818,-7.58765070408948,2.259391803506,13.880219560788,4.06840262707371
"1941",57.0371790586419,29.0450483648952,16.3741316398416,32.8477246350505,54.8045579775202,62.9494146495644,20.5033587375914,42.5107190622603,99.581273065673,69.353870172226,78.4488604404032,100.067604320227,-8.14267804181132,-5.52340178313076,-0.673608172381343,2.84520760995373,6.08917756257236,10.5311579951534,16.2005215115018,15.2405967429832,6.95475102177375,3.04209798177086,-2.66254159432868,-8.90583337854454,186.373691595185,104.026414252412,125.963492449416,247.384003678302,-6.89881207501444,2.75359233338158,13.9907587498795,2.44476913640531
"1942",26.3510357623023,15.2211950114212,31.4403815923638,40.050710279805,98.7693512450076,71.1982781326191,73.0723307761191,32.9490731129664,16.1716219574575,38.7261232180107,93.4513158992761,104.28840468241,-10.7139083297164,-7.86860306351271,-4.12253644024882,1.94549741391785,5.68619633427375,9.7965772840712,14.6314545808015,15.4956909179688,11.8667575412327,5.25417480468752,-6.53344884801792,-7.31607552987556,141.639835093951,170.260443117176,177.219682021705,148.349061074744,-9.16278159059122,1.16971910264759,13.3079075942805,3.52916116596742
"1943",51.104111206735,33.6578215161959,64.3373208974178,73.7471578435765,65.5124014657405,48.8790578027773,31.5496518440476,29.3883534937373,10.7125726370012,63.8930139873453,43.3427280384219,41.0967819625512,-14.1302200882523,-5.17850567853007,-5.9516899956597,1.47601951316553,3.55261298285593,8.89690551757815,13.4084694191262,13.3406514485677,10.8908087836372,4.47584884078417,-1.70493051034431,-7.11400621202255,189.050337405341,203.596880206735,109.817063140562,117.948314662768,-8.87493376555264,-0.307685833212747,11.8820087950907,4.55390903802568
"1944",72.9476480218754,42.0035893955544,44.1755284425906,42.3559294237445,70.9284156414301,82.6958772571137,60.9986228756262,51.30553361313,50.6191132848875,47.4332262679969,109.950551090555,49.5845323118071,-7.40207858615449,-7.32414347330727,-5.03703974971063,2.10253974066843,6.41299393265338,11.2227869104456,14.2073190194589,12.6570938675492,11.2825177228009,7.17590964988428,-2.95810546874998,-8.93771068431711,156.048019379981,157.459873507765,195.00003374587,208.002890643439,-7.28007609049477,1.15949797453706,12.6957332658179,5.16677396797842
"1945",80.9005640352283,57.6030986127012,74.4381611045726,49.6483358761503,45.9278825135833,49.4913847392632,23.5259616655875,21.1629088756766,57.9750090320077,79.7264121507329,108.949366129107,87.1845439197151,-6.54102059823493,-6.52111522533273,-4.2120738841869,-1.58176608615449,5.47269196686924,8.84440398039643,14.4548064055266,15.9179309986256,8.90085358796299,4.41419089988428,-6.34089197229454,-9.05339265046294,188.088194959737,170.014379494306,94.1802552805273,246.650787311848,-7.33328216929492,-0.107049334490718,13.0723804615162,2.32471750518424
"1946",94.3001152611234,88.5154966715534,88.6806240262188,75.005344244548,34.8886155859671,82.4314332567155,30.6709144454173,39.8876646908724,65.0261279143807,67.5553817138145,88.8808579960217,94.6885276482337,-7.94391818576387,-6.59388382523146,-3.08957745587382,0.127599193431736,5.96146149811924,7.94372513382525,12.5701956289786,13.637745723018,8.61294058340569,0.0622870551215505,-7.61065832067417,-9.92096444589118,270.000155852392,198.574583856734,152.990012393005,221.462367624217,-7.86373155381942,0.999827745225717,11.3838888286073,0.354856439284359
"1947",95.0488518940768,58.2610868419848,27.2226142891062,29.6220502544505,39.4538641514912,76.2007635138515,43.9012248060425,54.8653911790569,57.6161564741698,153.497250302246,53.1760277226567,107.993541319889,-12.0338150589554,-6.81979980468748,-2.21935515227139,1.41132224754053,7.32472353334782,8.43783298068579,13.2465228045428,11.9505384657118,9.17798710575812,1.93250822844331,-6.14680808738424,-7.61056224681711,247.998466384295,96.2985286950479,174.967379498951,264.289434499073,-9.59152643651136,2.17223020953899,11.2116314169802,1.65456241560573
"1948",74.1014681730626,96.7661436782995,62.364868358364,94.0169595802824,74.421622833513,65.2837083261046,80.5236356229418,110.596245913594,69.1748546281209,61.7744038830063,132.526164977915,69.154568715021,-7.74683905707463,-8.91159894024882,-4.88930076316549,-0.682156485098357,5.3483271846065,12.3158429181134,12.1244355378328,11.3725050184462,7.91667073567711,2.7113959418403,-4.92269377531826,-12.7966041847511,278.861153171251,230.803450772159,256.40358986264,263.475423489042,-8.08966674804685,-0.0743766878857797,11.9375944914641,1.90179096739971
"1949",43.0467312280261,92.5651176862798,46.0790780683359,49.5448509981442,41.1203628862967,62.0885356329381,57.0026281574327,49.2659510540155,45.6895626201812,64.823105810555,110.712866945606,146.712422327794,-14.7309054904514,-10.082544849537,-2.39389083297162,1.80960263852722,7.84780386465569,9.30521036783856,12.5052677860967,12.6198239926939,10.314586046007,1.00000745985245,0.233975558810787,-9.89014960394963,204.766417629327,136.744291952777,168.357114844386,221.225535376342,-12.5366848415798,2.42117189007043,11.4767673822097,3.84952302155674
