"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,-4.4,-13.7,-4.8,-8.2,-7.3,-4.7,NA,-6.1,-5.3,-5.6,-4.2,-8.4,0,-4.7,-5.7,-10,-3.2,-8,-7.2,-13.7
"historical",1851,-4.7,-17.9,-6.4,-5.3,-6,-5.2,-5.5,-5.8,-5,-7.4,-7.6,-11.6,-1.1,-5.5,-9.6,-12.4,-4.4,-7.3,-4.1,-17.9
"historical",1852,-4.7,-10.2,-8.4,-6,-6.5,-5.1,-4.2,-6.5,-8.5,-6.4,-5.6,-11.7,0.8,-7.3,-6.3,-10.9,-9.3,-8.1,-6.8,-11.7
"historical",1853,-2.8,-8.4,-7,-9.4,-3.7,-4.8,-5.5,-2.2,-5,-6.2,-7.1,-12.1,-0.3,-7.6,-3.6,-10.9,-3.9,-6.9,-6.6,-12.1
"historical",1854,-4.3,-10.2,-8.2,-7,-5.5,-6.1,-4.9,-4.3,-3.9,-6.2,-6.7,-9.8,0.3,-5.2,-5.1,-10.7,-4.2,-6.8,-7.1,-10.7
"historical",1855,-3.7,-12.3,-4.4,-5.8,-7.1,-5.4,-8.4,-3.8,-2.7,-5.8,-5.6,-8.5,0.8,-6.1,-6.9,-8.9,-4.1,-6.9,-6.7,-12.3
"historical",1856,-5.1,-16.7,-3.3,-5.8,-6.2,-4.3,-7,-2.7,-5.9,-5.1,-4.8,-9.1,1.1,-6.6,-4,-8,-4.5,-5.4,-7.7,-16.7
"historical",1857,-5.2,-9.2,-7.6,-7.9,-7.1,-6.7,-3.4,-5.8,-3.3,-6.8,-5.2,-9.2,1.6,-5,-6.3,-10.1,-2.6,-8.5,-7.2,-10.1
"historical",1858,-5.3,-14.4,-6.7,-7.4,-10.3,-5.1,-5.9,-7.5,-5.6,-8,-3.8,-14.8,-2.4,-6.2,-3.7,-9.5,-3.5,-10.4,-4.5,-14.8
"historical",1859,-3.7,-10.6,-8.3,-5.7,-5.2,-5.1,-7.4,-3.9,-3.2,-10.4,-3.3,-11.2,-0.6,-4.3,-7,-9.2,-4.8,-7.7,-6.6,-11.2
"historical",1860,-4.5,-8.1,-4.9,-4.5,-4,-4.7,-7.5,-4.4,-7.1,-4.9,-5.5,-8.2,0.7,-4.9,-9.8,-11.2,-3.7,-5.8,-4,-11.2
"historical",1861,-7,-10.9,-5.8,-6.3,-4,-3.4,-8.1,-5.4,-4.4,-5.7,-4.8,-7.4,1.7,-3.8,-9.6,-7.5,-3.8,-9.1,-6.2,-10.9
"historical",1862,-4.4,-9.6,-7.4,-5.5,-4.4,-2.7,-9.9,-6.6,-3.2,-5.1,-7,-6.6,1.1,-6.6,-9,-9.2,-2.1,-8.5,-6.9,-9.9
"historical",1863,-5.1,-13.5,-7.1,-8.3,-5,-5.1,-6.5,-7.9,-4.5,-6.8,-5.9,-11,0,-5,-7.4,-11.5,-3,-10.2,-6.8,-13.5
"historical",1864,-4.6,-10.7,-6.2,-9.1,-4.9,-5.3,-7.4,-3.8,-7.3,-5.6,-3.8,-13.4,0.6,-6.7,-4.9,-9.2,-2.7,-9.9,-5,-13.4
"historical",1865,-4.3,-15.9,-7.1,-5.9,-4.6,-4.6,-5.4,-4.3,-6.2,-6.3,-4.9,-9.7,1.2,-6.5,-6.4,-12.1,-4.2,-9.1,-5.7,-15.9
"historical",1866,-4.8,-8.9,-8.3,-9.4,-6.2,-3.6,-6.4,-4.7,-6,-3.5,-5.7,-8.4,0,-7.3,-9.8,-10,-3.7,-6,-4.9,-10
