"Year","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1880",-9.5932597247037,-2.81583977829326,-5.94951339201494,-5.85741996765137,-1.73000001907349,-1.67469634251161,-0.40880680761554,-2.54588950764049,-0.792579883878881,0.196546515788544,0.0792258513922041,-10.0999994277954,-7.50303297693079,-4.5123111262466,-1.54313088592255,-0.172269172232711
"1881",-5.84325983307578,-5.48583973537792,3.79048644412648,0.212170969408292,-1.85669642970676,-1.51629353486575,-2.36864777253224,-2.33150384517816,-1.52718896991931,-5.14369130134583,-1.96142424069918,1.17087047724497,-7.1430329987497,0.715320327942671,-2.07214838419205,-2.87743483732144
"1882",1.14414060115814,-2.31610119342804,-5.99421559847318,-2.27090588441262,-1.1938392378035,-0.867832011901415,-1.69649634911464,-0.921305562441166,-1.00587888635122,-2.19599904463841,-0.170000001788139,-2.7850668884459,-0.000363371674976687,-3.15298690689644,-1.16187797448574,-1.12395931092592
"1883",2.44414055347443,-0.882539033889771,2.28492176532745,0.304921872913837,-0.176328117027879,-1.8199999332428,-2.84871089458466,-2.38617181777954,-0.528085917234421,-1.13285154104233,-3.97000002861023,-0.20066405646503,-0.407821789620415,0.804505173737804,-2.35162754853567,-1.87697916229566
"1884",2.89648431539536,-3.44066399335861,0.32502704171034,0.198763516015158,-1.77621087431908,-1.81126348330424,0.479765614637962,2.36738426410235,-2.40570306777954,-2.73285150527954,1.42999994754791,-2.05300778150558,-0.248281244809429,-0.417473438864526,0.345295465145356,-1.23618487517039
"1885",1.74414056539536,0.0174609371460974,1.18492186069489,-0.595078110694885,0.599843725562096,0.394921861588955,-0.600937485694885,-0.0995312463492155,-0.743007808923721,0.152226559817791,-0.170000001788139,0.532070308923721,-0.0971354263213774,0.396562491854032,-0.101848956818382,-0.253593750298023
"1886",-7.58750581741333,-1.54917814783179,-1.7926772288405,-0.146290561945464,-1.77431539126805,-0.527062789751933,-0.0487109368550591,-0.474140614271164,-0.40714842826128,-0.835859358310699,-0.569999992847443,0.878398418426514,-2.86820455210713,-1.23776106068467,-0.349971446959385,-0.604335926473141
"1887",-1.85585933923721,-6.28253889083862,-2.71507799625397,-1.89507806301117,-2.00015616416931,-2.10507810115814,-2.92777341604233,-1.83238273859024,-1.53253906965256,NA,NA,NA,-2.41999993721644,-2.20343740781148,-2.2884114185969,NA
"1888",NA,2.40044100067832,NA,-0.476101552898234,1.3980780991641,2.10492251136086,-0.971549687602303,2.55683232220736,3.19837233058193,0.155036318589721,-0.427077399600636,1.91613552026581,NA,NA,1.23006838198864,0.975443749857006
"1889",3.66478399796919,-1.64955890612169,4.27205383127386,1.54389840256084,1.34807811650363,-0.105077412047169,1.19920637523919,-0.451302073503795,-1.49373284139131,2.49363271813644,1.90292253927751,-2.65860127357014,1.31045353737111,2.38801011677944,0.214275629896074,0.967607472007545
"1890",-6.04714277812413,-5.55999994277954,0.312157338648512,-2.59588740164773,0.780952550862965,-0.469986966304612,-1.19563423677237,-0.0404263760862967,-0.251532038389626,-1.37917369503086,4.18718471971609,2.96602951773142,-4.75524799815794,-0.500925837378753,-0.56868252638776,0.852159662098534
"1891",6.57919012489965,-9.07705215074248,-1.6303104682494,0.297958147727837,0.500393261343746,-1.45080705416405,0.0259991779662015,1.48763839665212,-0.757664447290856,1.77523982524872,1.09040979544322,0.0194305093967143,0.156055830629532,-0.277319686392606,0.0209435068180923,0.702661724467027
"1892",1.09336209192611,-1.3199999332428,2.74598285935142,-3.29287136684765,-0.209999993443489,1.35778620459817,-2.36632876843214,-0.217952984466887,1.51297283172607,2.08525628844897,-1.65091757991097,1.04575519289887,-0.0690691106399924,-0.252296166979905,-0.40883184943362,0.649103846754691
"1893",2.04492539275776,-6.61276761835272,0.969495003873652,-0.963970861651681,0.368965891951864,-1.95922865434126,-0.610463257421527,1.43256163701676,1.25451272830629,-1.98981630383876,-2.94027831771157,0.370000004768372,-1.1740290108987,0.124830011391278,-0.379043424915342,-1.22519396441468
"1894",1.27478407729756,-1.71955892389471,0.368313911828128,0.220830250328237,0.282230816188861,0.212414056740024,0.823279167476453,2.6681660434656,-1.23383289784716,-1.35582506238369,1.15210081989115,-0.324185159645582,-0.02492494727626,0.290458326115075,1.23461975589402,-0.479185713446565
"1895",-1.70775537192822,-0.515533843269897,1.11063550578223,0.842443544713278,0.396453364885279,-0.4589002289069,-0.662539544777992,-0.816306473429386,-3.46446810013209,0.463056879118085,1.86662404430218,1.71656557018795,-0.849158124947898,0.783177471793597,-0.64591541570476,-0.378262392237273
"1896",-2.18697107018578,2.4537604616748,-3.07863149567256,-1.75006908101913,-1.43841742552244,-1.48174125873126,0.359013418189417,0.307346744534488,-0.999924357022302,-0.874779131120214,-11.0789897013933,3.52376243682244,0.661118320558989,-2.08903933407138,-0.271793698669117,-4.31789772984528
"1897",2.76517121302776,-0.199451880381694,-4.5917191811097,1.79648182865901,1.44580024230079,1.74092638025533,-0.783688762294712,2.17337607202076,-0.0729267739537937,1.38410561787548,-6.6020888392605,2.1189207263673,2.0298272564895,-0.449812370049966,1.04353789666046,-1.76363666511294
"1898",4.81706020656304,0.906204392990241,-0.336126296906374,2.45105512172748,3.21602109370705,1.81607217628222,0.302302681864836,2.85441098171167,0.461261002537914,-1.59881705962695,-1.96174073983461,0.13203374750148,2.61406177530686,1.77698330617605,1.65759527995291,-1.03309893230788
