"Year","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1901",-0.3454059614585,0.0803952980308961,3.89396373379944,6.43669880328015,10.9542202623481,13.0424681443434,16.1401711651403,18.0832802128588,13.431196730361,10.3505877796401,4.54369665491275,1.95582269214922,-6.66308768219354,-7.24428427150935,-3.40432695130634,-2.11410257774286,1.57110045334468,3.72873936937405,6.48092959783016,6.72414545523815,3.68157055910326,2.88493594692813,-1.14887821929068,-3.80192314304857,238.31058055519,183.829436473357,186.605130546113,159.059084704799,108.212821748522,101.514265093029,94.9203543214716,75.2150647579095,122.417684212709,237.302729288737,356.018705058302,270.601554479354,-3.49412400205421,-3.57035263509959,0.237820510282858,2.15251072336975,6.24380353882782,8.36217961759649,11.2839746230688,12.3798612936949,8.5336006197155,6.59540608652637,1.6893162614642,-0.923290621278346,0.563604009573871,7.09496093314258,15.7553065074475,9.4418270549713,-5.90309836558382,-1.31577635856818,5.64460480748079,1.80587609558024,692.741571507902,453.877036999433,271.64968417241,715.739118559748,-2.66258908614405,2.87804492416014,10.6753385114534,5.60610765590202
"1902",-0.0407051341846967,1.39540600732096,1.99679490030767,6.76431634805651,11.0479168158311,14.2362181264111,17.1073187477568,17.1084405866444,13.1631946645231,9.87366472554003,2.29332268623333,-0.703365369293934,-6.08883553775203,-4.26212616309396,-5.10032065142678,-1.64850429681122,2.21869660630567,4.44797016667505,6.79893175149575,6.51618602133205,3.68637824800009,2.86789535046515,-3.25801288553028,-6.67467960832306,208.992843562721,242.790923599504,221.565069410536,135.558015122373,117.48894497472,93.5692860203931,100.019446674575,139.788036900708,166.102513565976,197.821103446504,297.678369701418,308.983714079246,-3.05507486453678,-1.4293803677727,-1.54898508759136,2.54861116097269,6.61501076690152,9.32072667178945,11.9267630047268,11.7882480336051,8.40229714629996,6.34834410492172,-0.481784170764124,-3.6747863893835,1.10350785509516,6.60300935473176,16.1506591536041,8.44339402543216,-4.71762828129819,-1.51004278064411,5.92102931316762,1.09875357097832,722.38532164158,474.612029507629,333.376769595676,661.601986713898,-1.80258195119594,2.53821228009428,11.0119125700404,4.75628569348585
"1903",1.0257478924707,0.316239328083829,1.60389960341506,6.35491466522217,10.7349360946916,16.0970622739221,16.827243984255,16.808600662101,12.2102031993051,8.77804500424964,2.28087612626772,2.99807696641447,-5.37435909615368,-6.40293813904381,-6.6602030956847,-2.46089749118218,1.14978635339783,5.40405990221562,6.63920957206661,7.2788462638855,3.56693381392676,1.45705131172306,-3.05913467380481,-2.64957273037483,269.821372203338,156.880130278759,146.565759528396,166.96602943616,95.0699796106061,108.400322449513,78.2643176021739,119.822170583611,224.812502738757,274.806360945742,314.85791123219,265.830827696711,-2.171794884273,-3.03055561539263,-2.51816243834348,1.94059833209229,5.92756422717347,10.7280450274802,11.708173222012,12.0187501336774,7.86869671202114,5.09946596953604,-0.393002142636185,0.176175209637891,0.212873950420197,6.23125012110961,16.5776356400927,7.75637477660748,-6.15065894784018,-2.65710474448968,6.44070524605591,0.654950150615002,735.685216561342,408.601768575163,306.486810635298,814.47677491669,-2.95904562968304,1.78333337364076,11.4849894610565,4.19172017964033
"1904",0.652991464122748,-3.88974365042761,1.12302352984746,9.14321598843632,10.6659189574739,13.8501604520358,17.3007481974414,18.170299489274,14.4687502486074,9.65101508605174,6.37617537856866,2.78365389111205,-5.54754280183528,-9.71885701479056,-6.6653313057927,-0.303258553171196,1.11415600389815,3.81581201208517,6.34182706449786,5.42067315690538,3.99182697328237,2.67980775237083,0.612179518701174,-3.19054491601439,240.62019589416,213.455186338506,181.474521490244,103.732640600612,96.2730256920187,127.311059413812,81.7489330585186,54.4226507610745,152.510152930887,254.181414123274,306.324577201126,283.546266539484,-2.44316244204966,-6.78552363577307,-2.76148510475953,4.41047014194167,5.87366461957622,8.811164656256,11.7919874028263,11.7682160679092,9.20998948863429,6.14631416654994,3.48285262246863,-0.205555564508988,-0.079558406630133,6.97738615858589,16.4404027129171,10.1653135710759,-5.97199084900022,-1.95147795168858,5.19277074449613,2.42793808145146,719.906209929377,381.480187782875,263.482643233405,713.016144255288,-3.01750362272828,2.50754988558612,10.7904560423305,6.27971875921762
"1905",-0.249679487262271,0.41057692691047,6.71661334328799,8.92051299820598,12.498130553808,16.1161861582699,19.2851499573797,17.0414534267197,13.5314639124096,7.13851507301005,4.1675748726369,2.34572653332327,-6.15737190734372,-6.87905995044698,-1.03306624407952,-0.976388906630186,2.20192313245219,5.0956731749396,7.7470621003045,6.94887836162861,4.20860048822868,0.0592948619881247,-1.849358998844,-3.50950861034485,196.116722824227,175.81998117561,187.433015154977,114.248239288982,126.533442374987,74.0989327552991,55.5544883043338,142.199467716054,219.268219287579,271.685955210629,288.627997080485,290.667418194632,-3.19049149025709,-3.22345087821317,2.82996800647746,3.96282057591483,7.32927367218539,10.5763890682123,13.4899040450398,11.9703527678791,8.84839764823261,3.58936970744632,1.15288461802097,-0.58066239933937,0.981517110253416,9.37841896510065,17.4809298474565,8.27918461935218,-5.40899225793503,0.0641559939141627,6.59720454562424,0.806178783790933,655.482970539321,428.214696818947,271.852888775687,779.582171578693,-2.20649931099308,4.70735408485923,12.0122152937104,4.53021732456664
"1906",-0.370566268634592,1.77532055133428,4.64780991097801,8.63931640702435,12.170673321455,14.6916669209798,20.1524041086181,18.3024041836078,12.8043271170722,9.29674159971058,3.73066248117476,-0.305395314676894,-6.39423088446005,-5.42019239279768,-4.36570524129396,-0.453151719182984,2.6167735710549,4.16800221062114,8.46597238687369,6.75133561884236,4.55053425255494,2.81810904201916,-2.11041670553705,-6.4408654663075,248.201446598412,158.002406144753,127.04797242238,125.164799584283,112.521689732869,152.908122657711,73.895299911499,91.4461016858745,173.723988883516,395.412397009695,293.078958169008,290.674577957545,-3.37323723655417,-1.82013888007555,0.1372863229396,4.08253214062534,7.37398517029917,9.40395317729722,14.287019436176,12.5013356371823,8.65422024278559,6.03814113649548,0.80454060766432,-3.36266030977743,1.25016027200765,8.48593321315244,17.7154917377352,8.61057706598585,-5.10797729586753,-0.734027796474012,6.4617700721124,1.75274219634569,696.871270937797,364.734461739532,318.249524255084,862.215344062218,-1.92467950532303,3.86460121128804,12.0641027502185,5.16563399564846
"1907",-6.56260697887494,-0.412179481779408,2.1952991727262,7.20742536100567,13.2606839644603,14.9573185749543,18.7395302454631,16.405716097253,14.831303653554,10.2623400117597,5.10005348677245,1.88947650666834,-12.9932159908816,-7.13814112282971,-6.0814637909126,-2.94535262265012,1.88643165945243,4.25961543473168,7.05860056225051,6.11020310923584,4.42131418862149,1.93461542544711,-1.21880340528412,-3.72879282181334,181.273400461572,227.853154141679,165.910473277426,137.562875470545,80.7930039136838,79.6919882358649,59.5422018980369,138.74150942941,162.977192772759,219.171104431152,261.326767619858,243.826713985867,-9.75416687411121,-3.76148512456407,-1.93894235789776,2.12355772978984,7.55208342707055,9.58675231689062,12.8739851927146,11.2347757958958,9.60373944910164,6.07841888808797,1.93322650355916,-0.917254280438249,-2.42672725844375,7.5544694993974,16.7008549725568,10.0645657173621,-8.85740752667295,-2.3801282513701,5.80947303540601,1.71237540292816,699.801132560795,384.266352661654,277.975699563312,643.47506482377,-5.62610410281757,2.57889959965421,11.2318377685003,5.87179494691625
"1908",1.10779915932311,0.266292759368562,2.54914534703279,6.53226507066661,10.7922010462508,14.9167203903198,17.7479171671419,17.5950324148194,12.386431787768,7.82772448837248,4.81730780974986,0.221100412181809,-5.34375010265244,-6.68744669775041,-5.03830138969625,-1.88440174058589,1.13803418902441,4.25021374206512,6.97980784860432,6.18627147694938,3.56682697053139,0.279754288208026,-1.03071584511134,-5.53178428638822,208.320677211142,241.3306135846,228.221638638749,135.625162760417,156.053635385301,94.0903326996371,106.121797072582,90.8678969358787,162.907107801519,233.466510185829,262.660526666886,219.47804736276,-2.11217954610355,-3.19861115228671,-1.2426282137505,2.31426285680893,5.94674156058548,9.55683777067396,12.3356839204446,11.8673078952691,7.95518181670425,4.04150646460107,1.88589746001949,-2.65058764822495,1.08785614178667,6.62453715465008,16.7532233240937,8.34382136196344,-5.25332987407206,-1.92822298041924,5.80543102253961,0.938621804542691,693.478004781609,519.900436784467,291.080026708098,659.034144654233,-2.07601499294284,2.33945873454797,11.2532765287959,4.6275285804416
"1909",-6.23103643960168,-1.33648505488522,4.21778854039999,5.94188042717357,10.6922544821715,15.2008014988695,16.4966349397969,15.1155450935038,13.816987339248,8.21180572672787,1.27932696006237,-1.88189106555576,-13.21169891928,-7.49834414155613,-3.50886757124184,-2.88386756987271,0.893482919065998,3.74642099866755,6.67799161030696,6.13963685789679,4.86586547515586,1.74780987241329,-4.49417743427504,-8.3947650968519,193.71576247256,209.748026301718,169.430931678185,85.1735053673769,105.843591804178,101.564478262877,111.748880418957,108.883442283696,156.848613967243,274.254919850928,312.966136932373,184.079810965774,-9.69652794314246,-4.40368597396116,0.349465807485912,1.52190175668424,5.77970092113201,9.44893176739032,11.5613249672784,10.602243761731,9.31773521146204,4.96335478445404,-1.60373934842328,-5.12056628369893,-2.44880702743503,6.95064114991501,15.6043271773901,7.76937334201275,-8.7472757824081,-1.83308407401618,5.52134982229043,0.706499304431371,622.941836137038,360.44802884974,322.196800965529,744.069670750545,-5.58360052177619,2.55035616176739,10.5375001654666,4.22578354916427
"1910",-0.230448736721634,-1.58226498015798,4.85726504575493,7.14813046170096,12.4606839408222,13.5086006180853,17.6087610212147,16.6750003619072,14.5545943089021,8.07280999371129,2.46527780333741,2.03386757288797,-6.40625009492724,-9.07110056714115,-2.35170942646825,-1.7732906233973,1.53103634259767,3.59113254222987,6.2857907348209,5.75058771911849,4.26997871798837,1.39610046253372,-2.61586543427319,-3.04973296553661,252.630186618903,221.951019287109,167.486434691992,142.456892926469,121.413517193917,117.562769050272,72.3052897290287,92.6218502338116,107.072971800454,311.754921024681,294.125859937097,302.802679012983,-3.30934836492579,-5.31388900336674,1.24813038257197,2.67964748461914,6.97649586710155,8.52975441044212,11.9240386424921,11.1885685920715,9.39001085411789,4.71853641089466,-0.0764957474719765,-0.508920931535908,-1.23153492747846,8.15535981609271,15.9307873337357,8.36422736865025,-7.9573719196401,-0.864654569089296,5.20917033205642,1.0167379154163,658.661016871787,431.356844812377,282.489909013112,712.953752762232,-4.58126788399716,3.63475791143089,10.5474538816686,4.67735050584686
