"Year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1940",33.6871916518878,10.8030286981655,58.3907945498,32.2638787866498,65.8250291285535,59.4534497851363,106.25412266594,77.9904708606549,60.3586957306386,78.9273955447313,70.8101099500289,65.0788652589724,-18.6343485905574,-18.3906045766977,-9.56807532677281,-2.39306171123796,1.81967773437502,5.6504098745493,10.2098879300631,7.52110595703127,6.89314856896036,-1.83776972844048,-14.578142606295,-13.9725009624774,109.569085609026,156.479702465003,243.698043311731,210.096201225399,-16.9991513765775,-3.38048643454525,7.79380125388123,-3.17425458859172
"1941",59.8744603227645,26.2597239847869,44.3900591082638,41.2765971604341,61.5028963097407,84.5627417035687,68.8450762052805,40.3378056360033,92.2553797001735,108.404469044091,82.4209363647522,48.7689546237771,-17.9955796461839,-14.901763681265,-6.46277231069709,-0.578415386493367,2.28561283991889,8.11841759314906,11.1064079871545,10.6329643836388,2.42922245905952,-2.68572951096753,-9.4139946570763,-18.3182268582857,151.213049566524,147.169552578439,193.745623544853,283.080785109017,-15.6232814299754,-1.58519161909052,9.95259665464746,-3.22350056966144
"1942",76.7051376688939,33.3616667525348,50.6597898213211,50.8225124660664,32.0358018424416,72.5234383224653,67.4459574341129,53.2754664891399,79.9165456376683,141.202241496649,77.6759169619674,69.3275032833648,-13.2178155752328,-11.6800577016977,-8.32397719163159,-2.30669062687798,4.22420607346757,8.21374981219954,10.3251274695763,10.4000495323768,6.12162851186901,-0.314683650090122,-15.4535293579101,-21.304240652231,158.835759045206,133.518104129829,193.244862245718,298.794704096284,-14.4053667117388,-2.13548724834733,9.6463089380509,-3.21552816537708
"1943",70.5941762179674,51.9677138783244,40.8397835374881,54.2321471439209,46.6757733249464,47.3756369655558,71.5872917933246,65.6668668097924,103.67387325879,80.8025605004961,97.9336053580762,116.486488117013,-23.3097936776968,-12.76064453125,-12.7286940354567,-1.77095078688399,1.34683297964245,6.55702045147238,8.52522090031553,8.03667579064005,4.42648644080531,-1.89567143366885,-6.13788217397834,-9.73710960975058,191.889393379657,141.747704006355,184.629795568673,282.410039117363,-19.1248929537259,-4.38427061423275,7.70630571414265,-1.20235572228063
"1944",83.9110617830346,30.0634015851896,66.2104582808052,51.324390188361,51.164539338788,89.70544512312,73.1833364617509,96.9291338186639,77.6175686803002,139.506695869988,71.0821501113689,51.0547778562446,-12.838678917518,-12.6902684138371,-9.60036879319409,-1.80774090106668,3.04582895132214,8.15574246920074,9.92274404672478,8.29820392315207,5.0863224909856,0.197328068659879,-9.59962040827822,-14.8033924983098,230.460951485237,168.699387807954,259.817915403535,288.206414661657,-11.7553523137019,-2.78742691431288,8.7922301463592,-1.43865661621091
"1945",76.7676288508273,48.8370720181802,63.9160526508931,40.0396497347034,32.6747866432505,75.3879905364906,85.1782741195236,33.6989020486586,89.5445677765215,131.55456092925,66.6285805099715,58.6292582787932,-13.9255315927359,-14.0332481971154,-8.19927837665262,-6.97863957331728,2.37157193697418,6.21829176682695,8.31540527343752,9.45449336125303,3.68290287898139,-2.20166179950418,-17.0737726064829,-16.8389635526217,176.659478725252,136.630489028847,194.265166704673,287.727709215743,-14.254057429387,-4.26878200433191,7.9960634671725,-5.19751050900188
"1946",60.6144370954448,37.5500526728641,47.5117965435717,51.8500380074749,33.2348490474172,59.5253106215611,113.295736284747,64.7429815600984,73.9307916597821,75.9415682508216,70.5801046435506,81.5282596337896,-15.9786237276517,-15.8666951106145,-8.90123525766224,-4.02003173828123,4.20384028508115,9.71062598595255,9.02786090557394,8.32171020507815,4.94053673377406,-3.73326157789962,-14.2846292349008,-20.3785657442533,156.793748047102,132.596683598464,237.564028466407,220.452464554154,-16.228094130296,-2.90580890362077,9.02006569886821,-4.35911802634213
"1947",82.0902881808042,35.2193220855462,53.0503746690766,63.1913801637263,42.6576635854032,64.1852947166906,82.7646052070822,91.9970212199797,91.1052141947528,70.3551996123189,63.2439913281884,73.088601120085,-19.8013986440805,-17.1016099196214,-7.29750389685995,-3.05917921799878,2.67678340031553,6.68731102576625,10.1343299278846,7.19419320913464,4.60512859637923,-2.20942476712738,-8.61098351111777,-13.2997161865234,198.83786990014,158.899418418206,238.946921143752,224.70440513526,-19.0938581026517,-2.5599665715144,8.00527805426184,-2.07175989395531
"1948",79.2512618009753,39.4686721730977,51.0773825790518,36.2708247893562,47.9250930813858,67.2684131020035,90.8807209585435,98.6560307693883,113.233297257326,115.637655626947,95.311311718363,55.6088245111124,-14.0568908691406,-21.6883583655724,-14.0976650531475,-8.04208280123195,3.39359036959137,8.6996772179237,9.79055833082935,8.36441556490387,2.24319645808296,-4.14066185584433,-12.7625887357271,-23.563757441594,191.808535094158,135.273300449794,256.805164829935,324.182264602636,-16.3483218070788,-6.24871916159603,8.95155037121897,-4.88668471116284
"1949",94.0871972975751,33.1229501865052,31.5888195242643,76.9323252875788,62.6778000231402,73.1833581454479,106.295189664413,81.4427619988027,96.1847993043753,114.387422353208,75.7843442888071,52.1146351950637,-18.728066429725,-22.8186014028696,-8.2220503586989,-2.72991896409253,0.971460665189326,4.25122657189005,8.23573021521937,8.04704495943512,5.51173283503608,-4.35016127366284,-6.45229398287257,-22.7334813044621,182.818971995193,171.198944834983,260.921309808663,286.356565946391,-21.7034750913962,-3.3268362192007,6.84466724884818,-1.76357414049978
"1950",18.1987305744909,54.8750346257853,29.0998570083712,48.9532782364852,41.9632386711713,40.0053579113983,85.9173107525119,95.9199320578661,72.7043795945624,53.2982668893125,59.8703089635819,50.0804160426084,-30.1550203763521,-18.5792966402494,-10.745373065655,-5.39566345214841,1.78926274226264,10.5963972825271,9.36858215332034,8.42866516113284,5.69126305213344,-5.37513920710635,-19.5329700176532,-15.6323400644155,125.18840039534,120.016373916028,221.842600721776,185.872955447457,-23.8225994403545,-4.78392459184693,9.46454819899341,-6.40561539087538
"1951",45.4859236293347,38.3007117941116,59.3215042931171,47.6374927854452,57.875328818157,84.1835755407094,83.6420707055368,50.1644374950467,49.5616916674547,62.4781832654172,58.1396396692771,43.5602511982254,-22.5773335383488,-18.3209457397461,-15.2041780911959,-2.82621835561897,2.81038935734678,6.80305880033055,12.0831331693209,9.37849567119894,5.99803537222058,-6.68793921837438,-12.2995119535006,-21.6972711416391,133.867051466055,164.834325896719,217.990083741293,170.179514602149,-18.8435397808368,-5.07333569648936,9.42156254695014,-4.32980526655146
"1952",83.8699420672268,42.2996290878823,52.4163780760808,76.7951637166194,52.8174703981047,90.7713464425447,75.591159565822,83.3074158147121,102.853879798204,124.259809826393,84.4775068152768,61.8421683466295,-25.9054829524113,-14.5665258554312,-10.428470318134,-3.96687011718748,1.99239807128909,5.89005596454329,9.97883911132815,9.04199242225062,4.48468064528247,0.0245751014122824,-6.36091050368087,-15.4994586651142,169.729822353335,182.029012190805,249.669921823079,311.591196439874,-20.7230933164939,-4.13431412134413,8.30362916604069,-0.617218252328703
"1953",44.6917750545813,70.186176176615,68.7159545173367,46.3558714411472,66.372496906059,75.3321160311596,90.1854515953276,90.7252151326527,93.4076295323813,138.96111674168,57.7586258340699,84.3891452469576,-25.6503753662109,-10.062012892503,-10.3100954495943,-3.09200181227462,4.21010014460639,8.5806084266076,9.8278996394231,9.14584021935099,3.39178138146036,-1.79642780010515,-10.3181650015024,-12.7303497314453,176.720119577826,181.444322864543,256.24278275914,290.127372108131,-17.070615641276,-3.06399903908752,9.18478276179389,-2.90760380671572
"1954",47.0808317450484,95.6676450219955,38.4758555545257,42.0671994708335,50.8756193596547,77.3137225142608,82.8413403270623,67.7654731915726,81.036032598394,77.1999954751943,89.9544183540946,120.830526043518,-24.9332675640399,-15.1836336576021,-9.70139887883111,-9.40924236591043,3.08712299053488,7.42431875375603,8.50168269230772,9.66473060021036,4.58665301983175,-2.04213820237378,-6.596342585637,-14.9237693199744,227.137622014002,131.418674385014,227.920536032896,248.190446427683,-17.6157503176958,-5.34117275140222,8.5302440154247,-1.35060925605967
"1955",55.4442268881338,49.364217515708,57.2202444304891,50.2718657282038,49.0257844588576,44.174743619246,112.104712184877,77.6457779673645,83.2736866387467,96.2228486144271,46.3333390988947,44.8685706055795,-14.452849989671,-14.3020626361553,-13.729646888146,-3.97368234487678,0.774296687199542,5.42335134652947,9.90423889160158,6.92080876277046,3.08224745530351,-5.11971787672774,-22.0539510873648,-24.4650702843299,225.638970447359,156.51789461755,233.925233771487,225.829874352068,-14.5595606486002,-5.64301084860775,7.4161330003005,-8.030473836263
"1956",36.9021738420438,54.9536359857974,48.5158261480347,52.8351408966745,54.4633413528433,102.999646870348,70.1964747115898,94.8850373836019,82.6982010711128,83.4881639027467,146.602698928641,115.965668785905,-23.4438951932467,-18.9584243774414,-11.8357313889723,-2.77723482572113,2.78161292442911,5.75129464956433,10.0190070519081,9.38690561147839,2.90911959134618,-6.46724407489481,-7.37522254356969,-18.5839393028846,136.724380433421,155.814308397553,268.081158965539,312.7890639025,-22.2891299516727,-3.94378443008812,8.3857357709836,-3.64444900903944
"1957",22.2934893762263,59.0327301576438,26.3898436754691,50.4680676654411,48.909821617417,90.7490487398508,96.1325016369721,69.731534784212,79.4905616158548,60.1704699090288,89.2493609482279,65.7048726217069,-21.7106344369741,-16.4423713097205,-8.78303058330827,-2.68322519155647,3.22373352050784,7.73042954664966,8.68012695312502,10.4636782132662,7.39096867487983,-1.81720721905046,-7.61186640812798,-17.0305600679837,197.291888319775,125.767732958327,256.613085161035,228.910392473112,-18.9123150165264,-2.74750741811897,8.95807823768031,-0.67936831743287
