"gcm","scenario","proj.year","run","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"obs",NA,1975,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACCESS-ESM1-5","ssp126",2010,"r10i1p1f1",2.21233333333333,1.03933333333333,0.632,0.530666666666666,1.46966666666667,0.913333333333334,1.268,1.34,0.998000000000001,1.27533333333333,1.11633333333333,1.32,2.238,1.28833333333333,1.29533333333333,0.482666666666666,0.932666666666667,0.942,1.17,1.27733333333333,0.914666666666667,0.891,1.01,1.24166666666667,0.101233557807288,0.135558795958754,0.105976359686269,0.0421724600839735,-0.12341735863311,0.127431098750411,0.10972689816109,0.0227827603908,0.0776566577913691,0.115756384356853,-0.0403674940883072,0.225036982248521,2.22133333333333,1.17733333333333,0.966666666666667,0.504,1.20433333333333,0.942666666666668,1.218,1.306,0.959333333333332,1.07366666666667,1.066,1.27666666666667,1.427,0.882666666666667,1.167,1.14366666666667,1.52033333333333,0.893333333333333,1.13566666666667,0.936666666666667,0.138714859437751,-0.0425889247946999,0.0984355066138456,0.0631789476164668,1.472,0.880333333333333,1.151,1.03566666666667
"ACCESS-ESM1-5","ssp126",2010,"r1i1p1f1",1.55233333333333,2.24933333333333,1.427,0.740666666666666,1.38466666666667,1.74833333333333,1.488,1.535,1.558,0.975333333333333,1.57133333333333,1.86,1.633,2.31833333333333,2.08033333333333,0.482666666666666,0.917666666666666,1.637,1.185,1.38733333333333,1.48966666666667,0.801,1.885,1.90166666666667,0.0157970923280257,-0.0644203728778253,0.0275435431012263,0.0921924538002341,0.0382700726480447,-0.0104679684029587,0.00657534912551516,-0.032056124301472,0.0615427200590515,0.140895214110357,0.055576373903268,0.148298816568047,1.59633333333333,2.29233333333333,1.74666666666667,0.614,1.14433333333333,1.68766666666667,1.338,1.451,1.51433333333333,0.878666666666667,1.726,1.87666666666667,1.882,1.18266666666667,1.587,1.37366666666667,1.93533333333333,1.15333333333333,1.40566666666667,1.38166666666667,0.0341365461847389,0.05096887776967,-0.00883636607802329,0.0858890826401491,1.917,1.16533333333333,1.506,1.38566666666667
"ACCESS-ESM1-5","ssp126",2010,"r2i1p1f1",0.932333333333334,2.21433333333333,1.467,0.390666666666667,1.03466666666667,1.17833333333333,1.203,1.195,1.158,1.30033333333333,1.00633333333333,1.17,0.998000000000001,2.10833333333333,1.77033333333333,0.542666666666666,0.922666666666667,0.997,0.949999999999999,1.15733333333333,0.974666666666667,1.156,1.305,1.18666666666667,-0.0809679652589842,-0.0782210186438914,0.0614206281989911,0.104831338722116,-0.0128769839931466,0.0592219196425698,-0.059020139285584,0.0367428874300428,-0.110471093770595,0.0184623189324831,0.0402641202238045,-0.0252866124260356,0.976333333333333,2.17233333333333,1.61166666666667,0.474,0.979333333333333,1.08266666666667,1.078,1.186,1.06933333333333,1.22366666666667,1.156,1.16666666666667,1.492,0.967666666666667,1.192,1.16366666666667,1.44533333333333,1.08333333333333,1.03566666666667,1.13166666666667,-0.0698795180722892,0.0306994683623474,0.0108238769891897,-0.0339797817941891,1.482,1.01533333333333,1.116,1.16066666666667
"ACCESS-ESM1-5","ssp126",2010,"r3i1p1f1",0.667333333333334,1.17933333333333,0.487000000000001,0.435666666666667,0.514666666666667,1.73833333333333,1.468,0.844999999999999,1.033,0.415333333333333,0.321333333333333,0.960000000000001,0.728000000000002,1.47333333333333,0.785333333333334,0.487666666666666,0.402666666666667,1.287,1.425,0.697333333333333,0.869666666666667,0.251,0.415000000000001,0.926666666666669,0.0663037321417332,0.0722841370690552,-0.0308207828552491,0.0426008968609866,0.066803148756484,-0.0467131480515802,0.084276286203921,-0.0209130632566952,0.0844778952363376,0.0740395155226612,0.129230252361447,0.155001849112426,0.691333333333333,1.33233333333333,0.646666666666667,0.459,0.459333333333333,1.50766666666667,1.458,0.766,0.949333333333333,0.328666666666667,0.356,0.946666666666665,0.917,0.457666666666667,1.352,0.598666666666666,1.06033333333333,0.553333333333333,1.14566666666667,0.516666666666667,0.0803212851405624,0.0449170112466266,0.00711743772242013,0.0912794259726182,0.991999999999999,0.515333333333333,1.256,0.545666666666667
"ACCESS-ESM1-5","ssp126",2010,"r4i1p1f1",3.39733333333333,2.35933333333333,0.877,1.37066666666667,1.53966666666667,1.53833333333333,1.323,1.52,0.948,1.26533333333333,0.986333333333334,0.65,3.538,2.49833333333333,1.42033333333333,1.10266666666667,1.20766666666667,1.287,1.23,1.61233333333333,1.04966666666667,1.106,1.06,0.771666666666668,0.0273616967713513,-0.0901989376106657,0.142062819899105,-0.011489246236897,0.111879338140561,-0.00721684660499178,0.00734105521591699,0.0731769409584702,0.296924841167321,-0.0121119334704268,0.04821098605745,0.0704049556213018,3.46133333333333,2.44733333333333,1.15166666666667,1.229,1.37933333333333,1.41766666666667,1.268,1.571,1.00433333333333,1.17866666666667,1.031,0.711666666666666,2.172,1.26266666666667,1.442,1.08366666666667,2.30533333333333,1.23333333333333,1.38066666666667,1.07666666666667,-0.0175903614457831,0.0832261950264659,0.0153763513059828,0.139659966538634,2.237,1.25033333333333,1.426,1.07566666666667
"ACCESS-ESM1-5","ssp126",2010,"r5i1p1f1",1.10733333333333,2.49933333333333,0.672,1.24566666666667,0.819666666666667,1.32333333333333,1.503,1.025,1.538,1.54533333333333,0.746333333333333,1.725,1.283,2.63333333333333,1.12533333333333,1.46266666666667,0.547666666666667,1.262,1.495,1.04233333333333,1.52466666666667,1.351,0.835000000000001,1.75166666666667,0.0292497954559758,-0.0308301218623062,-0.029900209890636,0.00661220759189973,-0.00200001349081613,0.129877487430069,0.144001361255272,0.00281289256336303,0.0101362929375477,0.0373504126391695,0.0451097701223688,0.148067677514793,1.19133333333333,2.56733333333333,0.886666666666667,1.339,0.684333333333333,1.28766666666667,1.503,1.041,1.53433333333333,1.45366666666667,0.786,1.73666666666667,1.747,0.917666666666667,1.277,1.27866666666667,1.84533333333333,1.03333333333333,1.28066666666667,1.23666666666667,0.0680321285140562,-0.00407704692078714,0.107809037802995,0.026948771119542,1.802,0.965333333333333,1.286,1.26066666666667
"ACCESS-ESM1-5","ssp126",2010,"r6i1p1f1",0.777333333333333,0.844333333333333,0.372,0.495666666666667,1.54966666666667,1.14333333333333,1.463,1.115,1.078,1.89533333333333,1.01133333333333,0.99,0.843000000000004,0.983333333333334,0.815333333333333,0.587666666666666,1.44766666666667,1.157,1.445,1.21733333333333,1.02966666666667,1.286,1.32,1.07166666666667,0.171801246145132,0.182168524112071,0.0104208859594213,0.114256947816401,0.0653866130631573,0.104769814138839,0.10309077871094,0.129580862314334,-0.0507605514986952,-0.082636542346472,0.124578428458825,-0.131841715976331,0.816333333333333,0.917333333333334,0.591666666666667,0.534,1.50433333333333,1.13766666666667,1.458,1.171,1.05933333333333,1.58866666666667,1.161,1.02166666666667,0.766999999999999,0.807666666666667,1.247,1.32866666666667,0.865333333333336,0.943333333333333,1.26566666666667,1.19166666666667,0.0836144578313254,0.0699062974159399,0.109487678775263,-0.0211224874519876,0.816999999999998,0.875333333333333,1.261,1.26066666666667
"ACCESS-ESM1-5","ssp126",2010,"r7i1p1f1",1.18233333333333,1.25933333333333,0.492,0.465666666666666,0.934666666666667,1.85833333333333,1.408,0.969999999999999,1.433,0.805333333333333,0.951333333333333,0.895000000000001,1.083,1.30833333333333,0.780333333333335,0.832666666666666,0.627666666666667,1.512,1.175,0.962333333333333,1.19466666666667,0.741,1.07,0.981666666666669,0.078340361256215,0.0537964795333818,0.0557130758183895,0.153244694524578,0.00361553872201492,0.0497260688465277,0.0862087825273161,-0.0141521048699769,-0.0466084939234968,-0.121228043157256,0.0303789944307331,0.10831176035503,1.12633333333333,1.28233333333333,0.636666666666667,0.649,0.774333333333333,1.67766666666667,1.273,0.966000000000001,1.33433333333333,0.788666666666667,1.006,0.936666666666666,1.192,0.632666666666667,1.412,1.06866666666667,1.18533333333333,0.743333333333333,1.20566666666667,1.00666666666667,0.0967871485943776,0.0523298238298759,0.0494057610958167,-0.0532878148785257,1.187,0.690333333333333,1.311,1.03566666666667
"ACCESS-ESM1-5","ssp126",2010,"r8i1p1f1",1.60233333333333,2.35933333333333,2.002,0.885666666666666,0.849666666666666,1.04333333333333,1.158,1.52,1.113,0.705333333333333,0.526333333333334,0.995000000000001,1.813,2.28333333333333,2.58033333333333,0.927666666666667,0.507666666666667,0.812000000000001,1.04,1.28233333333333,1.00466666666667,0.701,0.805,1.14166666666667,0.0216974007174775,-0.0534840120820749,0.040247450012888,0.0174302362114762,0.0685232278126666,0.0692649889590617,0.107539166474227,-0.0151537283346759,-0.0036050404660849,-0.00287171496643635,0.0817428833555156,-0.0259800295857988,1.72133333333333,2.33233333333333,2.30166666666667,0.914,0.674333333333333,0.932666666666668,1.108,1.401,1.04433333333333,0.713666666666667,0.665999999999999,1.05666666666667,1.737,1.24766666666667,1.237,0.798666666666667,1.83533333333333,1.34833333333333,1.05566666666667,0.846666666666667,-0.0414457831325301,0.0501581013933772,0.0651984153629224,0.0160797181704644,1.782,1.30033333333333,1.151,0.810666666666667
