"Year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1940",8.21246901501177,3.59214784386697,32.2782191163343,33.1322355971982,60.5693704008849,133.027433417737,89.2277729128384,31.6861944040284,12.5510311530282,49.4224007163818,32.1675052400678,29.764400391529,-19.9541744656033,-17.0171624077691,-7.61564127604164,1.32920803493926,9.32136637369794,12.3782864040799,15.5107021755643,14.1115478515625,13.2929090711806,2.79524468315975,-14.0604763454861,-16.2574191623264,41.5690172504077,125.979825114417,253.941400734604,94.1409371094778,-17.7429186785662,1.01164437753185,14.0001788104022,0.675892469618078
"1941",15.4224052326754,8.9367973435502,13.0241477570962,9.3276923095497,113.589162172543,82.0583431050181,70.4021814149908,87.2175601000587,59.9442680055896,35.5884908051747,29.4152421023076,15.3101405503953,-22.0811082628038,-13.8187730577257,-6.36081610785588,3.51127726236981,6.98837754991322,13.8524027506511,18.2679531521268,13.98828125,5.01655002170141,0.483974880642384,-10.073740641276,-19.523060438368,54.1236029677546,135.941002239189,239.678084620068,124.948000913072,-17.3857668276186,1.37961290147572,15.3695457175926,-1.52440524631074
"1942",7.42228561915302,5.40901285162868,8.27288522106958,39.2436518256242,34.5623357958781,57.0036526381349,43.4371911170375,22.5334953270956,40.2086379084115,28.4155598311271,26.0903846550112,39.118620290214,-12.5325134277344,-13.0557610405816,-5.24488254123262,0.371124267578148,10.3247843424479,14.7575588650174,16.8947543674045,16.5831556532118,9.34213935004342,3.94916110568579,-15.3552734375,-24.693276977539,28.141439021177,82.0788728425719,122.974339082268,94.7145823945498,-15.0371116355613,1.81700868959782,16.0784896285446,-0.687990993923589
"1943",8.84121665666397,15.7764628068738,30.6218959921454,13.143745464428,50.7431766600348,60.9618490949894,45.1992528745905,25.7709575221977,13.1904204026796,15.0533698777306,11.6858031057442,25.5904206844409,-22.5594031439887,-13.0485514322916,-13.9844712999132,1.80957505967884,7.1414015028212,12.1748236762153,15.6902350531684,14.4842678493924,10.4366644965278,3.07937418619794,-4.51290893554685,-10.1570075141059,63.7362997537518,94.5088181166082,131.932059491778,39.9295933861544,-20.1004105179398,-1.67783157913771,14.1164421929254,3.00104324905963
"1944",12.544884689204,22.7945204491132,17.8128787859653,36.6496374287332,29.735044158426,93.2294585897277,108.270087217291,71.2648868677206,52.5291551214953,36.4449922008336,39.0339595032856,17.3503479060148,-12.0010430230034,-13.8170600043403,-9.10662706163192,2.74282633463544,10.618492296007,12.8141743977865,15.1816284179688,13.5911580403646,8.48611450195315,2.72799072265627,-10.205478922526,-12.485267469618,60.9298258227581,84.1975603731246,272.76443267474,128.008106825615,-11.9917035138165,1.41823052300349,13.8623202853733,0.336208767361134
"1945",20.6423121530356,19.3419618292763,13.6061348247394,21.3900476325459,24.4477225111849,68.9027878300597,56.6731374710798,8.90729454598234,33.138583220231,10.8967868025906,32.5611664835984,34.2860630234807,-15.9650787353515,-14.619935438368,-8.27821248372394,-6.38116387261282,6.28079562717016,12.7079087999132,14.8564154730903,15.9883646647136,7.90604248046877,3.42568766276044,-16.2077592637804,-21.4400329589844,57.3346218883267,59.4439049684701,134.483219847122,76.5965365064201,-14.3567605477792,-2.79286024305553,14.517562979239,-1.62534304018372
"1946",20.2254381328304,15.7335913971312,11.2210032585103,21.7115265938143,67.7771457445083,69.2566652627041,127.646319014538,32.5934304467713,37.7070783482244,16.9350576004945,14.4561579994236,44.026708864193,-19.7361385769314,-20.0754689534505,-6.59805772569442,0.627382405598981,9.64844021267363,13.9010389539931,14.561070421007,14.0708129882813,9.420452202691,1.23324110243058,-11.216855875651,-23.7824313693576,70.2450925534423,100.709675596833,229.496414724013,69.0982939481425,-20.4172134964554,1.2259216308594,14.1776407877604,-0.187720856843148
"1947",31.0572932849431,20.0745195422011,18.9466312197813,30.9987888904288,44.4822462456715,75.9513424709439,41.9436672702432,59.3155952662023,19.5141262956895,12.4655247365202,30.3233046627914,24.0007277177129,-22.5642422146267,-21.5903364393446,-7.6857727050781,-1.50309651692706,7.83468221028648,11.9436930338542,15.7458984375,11.2056070963542,8.42601793077259,2.12481486002606,-8.51305881076387,-14.357718234592,95.1585216913372,94.4276663558816,177.210605007389,62.3029556950011,-22.6456700077763,-0.451395670572894,12.9650661892361,0.67925799334493
"1948",14.5955815406827,19.7030891049912,32.5709567392348,47.0900065265596,54.6208113729436,87.1666006278247,89.8143730850683,84.5541286463332,58.6476408255597,12.1417826471669,25.2638314850628,18.1907717235542,-13.0740214029948,-21.5188673231337,-12.6041564941406,-5.44901665581595,9.60185885959204,14.2409946017795,15.550031873915,13.8289523654514,7.97860243055558,2.25668063693579,-10.3270792643229,-24.1242882622613,58.2993983633868,134.281774638738,261.535102359226,96.0532549577894,-16.3168689869068,-2.81710476345484,14.5399929470486,-0.0305987322771763
"1949",17.4442255106341,17.1225038500981,10.8035695819934,46.9667213425661,63.7591785647803,67.3216687670598,110.431429368651,46.0331820003274,68.5636294850459,43.5327890924075,25.4529818193987,27.2247988614254,-18.957034640842,-22.8922793918186,-5.62569240993921,3.43282741970488,7.27426893446183,11.7585734049479,15.0485310872396,14.7718044704861,11.5597283257379,0.00532226562502274,-3.83463202582463,-22.3379872639974,52.7575010842864,121.52946948934,223.786280136038,137.549400396852,-21.9912007649739,1.6938013147425,13.8596363208912,2.57680618851275
"1950",13.7310721516971,38.0875026761916,9.77362900319147,29.4593107731392,27.8963002634959,35.3445197300365,78.594209240853,76.701141632576,23.4502532985061,32.8691945281915,41.6918449336663,25.2798256063316,-27.3524854871962,-21.479790242513,-8.85685967339407,-1.84401380750866,9.34329087999134,17.105559624566,16.2393792046441,12.3856987847222,12.0039916992188,-0.405898030598936,-17.6617509629991,-18.7454952663845,79.0433736893141,67.1292400398266,190.639870603465,98.0112927603639,-23.7234209979022,-0.45252753363713,15.2435458713108,-2.02121909812642
