"gcm","run","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"obs",NA,4.99166553522938,3.74474696061644,2.83110568644557,2.14035741201655,1.32837003336878,1.23048777491026,1.20396868513346,1.80440895523822,2.16501470191893,2.02477372311379,3.84982706442654,4.20765903225999,5.18163626851232,4.22869453017854,3.29354935514225,1.48537562979604,0.749056695600449,0.825409035318726,0.802428563519331,1.05455811321005,1.40599886167094,1.30476758795242,3.7887838725621,4.42200260573385,15.3793450842137,12.598862210799,11.7627573266858,11.3115428728055,21.8709151058652,25.3397393450447,30.1956529087113,25.9784471619119,23.6274706011478,11.6706812569301,13.5059720319397,14.071916774659,5.06016690204485,3.95069308744572,3.03157586381274,1.75666794674813,0.996502942557373,0.956858253100863,0.925249559700471,1.30463944796684,1.71078356616154,1.56405781622786,3.78336475992105,4.29158584895668,3.03867948835666,1.37096644284645,0.964233737598782,1.94870955659841,3.19644568218289,1.43035087132,0.594870150828471,1.69881550366336,24.6234138728046,23.3565665751401,53.7531217691553,28.8245926746093,3.10428606923317,1.37320636446663,0.717372160073496,1.79766187336039
"ACCESS-ESM1-5","r10i1p1f1",3.340238824141,3.30539266799804,2.1247447446423,1.52097972055673,1.69504009378546,1.38607193258462,1.17559473820945,1.91582940233481,2.01556016001029,1.73324491374834,2.03024261049542,2.78173228092831,3.39326750607966,3.3015913961492,2.38299772574787,1.45400358898512,0.954294588122316,1.01978136038491,0.866018767549022,1.26298314984073,1.11136242368617,1.28286676098369,2.46081007127664,2.76099473994845,8.66899880204658,9.36701230597195,9.25563885286762,16.5208610724354,25.9998010602469,43.0794801407283,41.2875011005321,26.917007613228,21.633558700985,9.55800260478639,12.2689384453062,10.3425046434048,3.35943344977219,3.27423940452755,2.23205487511334,1.44987117937478,1.26616444974304,1.13699038097812,0.929843640297818,1.52630573457689,1.5114923735839,1.50119109797643,2.2310478956409,2.75564415566373,1.83808996315297,1.32621663943439,0.960579327113675,1.00915920391709,1.86587318931933,1.26281932344978,0.715702371840049,0.997560242181699,19.50150126847,33.9918484142991,69.7598030848481,29.2915467779303,1.84561923072653,1.27613370826858,0.79512884808531,0.973611596187045
"ACCESS-ESM1-5","r1i1p1f1",4.15771820710052,4.37564970545262,2.57664354423017,1.79010370212673,1.82203624880353,1.58025168954153,1.64787916642163,2.07522052560326,1.59180732964534,2.09501049293726,1.85789709327385,2.84347407717851,4.16587808629646,4.54774922225333,3.11342846097501,1.26728962297722,1.08904682567176,1.48616609272733,0.980405733509781,1.35943277555912,0.989926271491219,2.015711277446,2.35283150521962,2.92441958088395,9.46646834825458,7.35884876678505,7.3066880086105,12.2558271385727,34.1674813471698,56.6188714934818,45.8973373379398,38.4133956520019,19.4117170446277,16.5814811534247,10.0217470429613,10.6622354301439,4.14711643345635,4.45357276182029,2.82728089184278,1.48624343235887,1.3474710241484,1.41235923924816,1.17669418091631,1.5456278715271,1.15190995816693,2.01974449277426,2.09460445337347,2.86225736812386,2.22496028635616,1.32559247217946,1.18855171213279,1.1899241741514,2.34395529752203,1.37458039574549,0.762452184293109,1.31875943097352,18.648748378697,41.3914778279492,85.7512219007477,25.2205045662198,2.27682224607673,1.32434759475152,0.826292091629622,1.22138511911493
"ACCESS-ESM1-5","r2i1p1f1",3.23407859641909,3.75017087733285,1.98089727724294,1.98783946714176,2.25705534947079,1.72693336599149,1.73910070564295,1.73323165042154,2.64320642967685,1.87169171741969,2.20713576289771,3.19226975785201,3.28115658049827,3.70466620954411,2.1743013146518,1.51258703558833,1.37052720789709,1.27535886317736,0.809739563637309,0.897691803857339,1.36725246766822,1.68152913441458,2.64329340028685,3.36338636140601,10.4237620891861,10.0067798855656,11.4873688753413,16.4461437327466,30.035262035102,61.3402447067963,49.7929847803215,27.8041014505282,20.2619353218913,15.4961192768925,14.2089016133363,8.78960723822736,3.25154074884189,3.72055644089497,2.04675521168305,1.71611697481971,1.76778320821994,1.35186546293818,1.17140744504158,1.2054712437633,1.94042298979123,1.72116306573508,2.41157172004474,3.26543901398005,2.55767719692657,1.61530396413546,0.957901201922035,1.38524241623051,2.57279310629831,1.24284157172738,0.563609059911028,1.20623380818148,20.8608143348395,37.1672425603545,90.1106558562891,33.5982032907686,2.55999506105845,1.4013786315502,0.652043648493128,1.24723141673731
"ACCESS-ESM1-5","r3i1p1f1",4.42004446849218,3.27663445219837,2.01424809849702,1.73274415273882,1.50468998601805,1.12982553835822,1.02522775714618,1.40303447823866,2.08303492115678,1.51103603036376,2.11502832784486,2.89714286523968,4.45145075150826,3.36582554645891,2.76997240535656,1.30903579502001,1.00719252459954,1.06555257911122,0.799863494100964,0.879844552623706,1.37061107271307,1.29740678579083,2.44550960770538,3.03368824499422,12.9410973259612,10.5509715192488,11.2198146766919,17.4353927268711,35.5172079064679,39.8352757666154,46.3132712292494,29.7732080827752,23.0563998645201,11.5702273495183,16.1644156508466,8.85015033316046,4.43454179364004,3.29785022278969,2.37095693373144,1.47501802054061,1.19628255609742,1.01985462114748,0.74710167951908,1.00787702223735,1.66110335855903,1.38872305523381,2.27673137351037,2.95262400344966,2.45559178905672,1.35324216894689,0.703554195316272,1.26561965196827,2.46743386639996,1.35724958529432,0.453099161966465,1.21170536231275,20.2004665929951,40.9861153950019,63.2892085551734,35.4681954017606,2.45415200608388,1.31776543706626,0.488299889012065,1.21964758429846
"ACCESS-ESM1-5","r4i1p1f1",3.41157596642851,3.50213235536334,1.63533187605073,1.77000551983034,1.86177520032675,1.95320249846246,1.38860717449445,1.65080614232569,2.01722752721445,1.97535388943494,2.52268102229154,3.04677142102161,3.47705285431846,3.79145439597809,2.15125998899015,1.49169732839482,1.04896774656485,1.35268570654445,1.0246894679595,1.08934758498816,1.27407392556951,1.53742956104415,3.06497454565568,3.20812366832458,10.7806686291693,7.89657280527227,8.63269979479922,16.8116735578613,35.2606687205545,46.3309752149447,38.3585767957194,29.8254425447219,21.8361402951278,14.0227057254322,9.5387684450497,11.5136321001642,3.44990587910926,3.63542753102484,1.87947167925017,1.57649400041146,1.40898594006837,1.57140028336981,1.09139265667059,1.24346567968389,1.62197906643521,1.73577635086721,2.78653577210044,3.11281371035954,1.88651902269458,1.17784139205055,1.13575130837818,1.58574468528088,1.96540481630478,1.00188902039867,0.746824695920523,1.47609690365014,17.7990342628373,38.4867615692975,79.481101346574,29.9189912009539,1.92647614696564,1.06848264956142,0.84622895736075,1.51591177373458
"ACCESS-ESM1-5","r5i1p1f1",3.75009731674492,3.70759549678981,2.56887649309608,1.20594313737204,1.89389824824689,1.56691731915167,1.24991953764021,1.66338527548871,2.05806794789699,1.86283679358666,2.248217684883,2.88675333681044,3.81997322010232,3.71271347929117,2.81837362410619,1.00498184349128,1.02531744453558,1.21354425348745,0.795396236107384,1.24863603745166,1.56460857724864,1.45373478584858,2.77890245431082,3.00470894797965,10.5607824727518,9.40574842573816,8.67749102994135,15.8111469481531,20.1795643186852,56.1478140535186,46.2300271878906,32.3460358387664,19.3740580786985,14.0302776043517,10.6664389343506,8.55677186955374,3.78917999803008,3.67961767129366,2.65162062784686,1.03146475472014,1.41998866759279,1.26484290969547,0.976158315782468,1.35429924196302,1.75682904002127,1.61777483053077,2.50301197870031,2.94111559098588,1.98383119415351,1.13712684924083,0.945169205796616,1.39677790136697,2.04906763209991,1.05318891778813,0.735034599232557,1.37322508221951,17.9318005583479,28.5515979785097,75.7804815193882,25.8040781326491,2.00042811509891,1.04839779236437,0.769833539254376,1.36543538591302
"ACCESS-ESM1-5","r6i1p1f1",2.92017162147203,3.62038290983055,2.54174571197982,1.94463600588961,1.67969619584758,1.49400718581417,1.14552602984719,1.69558249578132,2.02155340293536,2.06069957990501,2.05774120106847,2.77482317962081,3.07339342200714,3.76795929401836,2.92809616072232,1.43175802232177,1.18364816922333,1.06760554944015,0.857797232423854,1.22972756538083,1.49927568719262,1.70656608899039,2.70377556369803,2.91193540726644,7.97507900007713,9.92723468573938,9.08394377364582,18.3909522982575,35.5505461748949,45.4904431039433,42.072816052348,30.7712713083329,18.8364225927312,16.8612266907613,10.279829597407,11.098197534093,2.98830863629364,3.68625904503827,2.7027869822212,1.64095920925439,1.3640920520393,1.21589567761818,0.919701350826802,1.37927600531967,1.71125080287631,1.85949257693548,2.36781338578129,2.83323664473292,2.03833659927747,1.65090013761215,0.831485307201489,1.36348522325069,2.13640852350629,1.49237140611615,0.564312214879378,1.43842586375428,14.8041637510471,36.0011717561539,64.2173342874687,24.461871809283,2.09312228967641,1.55773560975059,0.65597168427815,1.36753826986313
"ACCESS-ESM1-5","r7i1p1f1",3.62862977210248,3.97234838906886,2.64824600378283,1.95690642561689,1.21459041864221,1.38537517222451,1.58355412858573,1.97535388943494,2.02588138900056,2.05757361846479,1.8626053931455,3.06560451371059,3.78882203511766,4.1922876645179,3.33689924206952,1.6966362935655,0.902461512536239,1.08084683700211,1.01537604154674,1.13603464412124,1.26173115886126,1.65620047095755,2.42424535005048,3.12252476684177,7.34249245163377,9.13265959424569,10.9006400740043,14.4785771193961,29.1664720518959,53.5463607271908,51.3829334563015,24.5469873142693,23.100364728175,12.0131364878562,11.0826487559733,8.76592147525546,3.70768850134265,4.05340214702628,2.96251679271636,1.75918280401186,0.963470737526037,1.11035357317895,1.15862086070059,1.47342746877718,1.59408388997438,1.82895296973904,2.11795824473401,3.0895522868748,2.38792219592538,1.46698925397031,1.19697415445647,1.35378991222301,2.41194584487726,1.56808690821783,0.735636404441916,1.34275407493224,18.2749071101622,36.6587871888981,82.0420570587841,26.5709711103514,2.38531185459641,1.4872678027986,0.849232242851654,1.33021474370412
"ACCESS-ESM1-5","r8i1p1f1",2.88089226280419,3.57544145654707,2.54988167406335,1.91644126610673,1.31298116522282,1.58092072692706,0.990553078991152,1.69123501089262,2.25418130001412,1.72961028099914,2.3396654638556,2.43472012127996,3.07166509189749,3.67986912560884,2.97997338567148,1.41601675423558,0.990970730398102,1.31950879052618,0.966805380455736,1.16463698650903,1.45272237500858,1.3865569695779,2.85241579403652,2.72155297113847,11.0241532111536,7.40187068619632,12.4173941775607,18.1832953527422,26.3795865435169,55.4407663611592,40.3753475484134,28.7364930790582,17.3980894710132,10.848992749475,10.9240870630419,9.31109584029326,2.9628426859368,3.60411004207728,2.75059032326459,1.6084689657538,1.06542312570246,1.37533277059956,0.948077304186027,1.36118609536202,1.7824689064045,1.54681727368197,2.58084232886025,2.57445675555192,1.64869854629393,1.38422973310899,0.940408324129447,1.37617243640201,1.74387598420182,1.28000089798819,0.887648320130154,1.3564490491679,16.8342770874627,36.5758767307182,76.4304882898826,20.6528896422441,1.68469786506416,1.3085088468554,0.863326898302916,1.33922262577187
