"gcm","run","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"obs",NA,-9.89730158730159,-5.46619047619048,-0.189365079365079,8.28873015873016,14.5206349206349,18.7290476190476,20.6879365079365,19.6377777777778,14.2673015873016,8.10746031746032,-3.50619047619048,-8.65634920634921,-19.8607936507937,-16.7739682539682,-11.8380952380952,-3.60666666666667,1.62285714285714,6.06825396825397,8.25698412698413,7.2452380952381,2.76730158730159,-1.75539682539682,-11.9944444444445,-18.3023809523809,32.0047619047619,24.2206349206349,25.5952380952381,21.8460317460317,44.2079365079365,75.4349206349206,78.6698412698413,57.8142857142857,44.6126984126984,28.9714285714286,31.6063492063492,29.315873015873,-14.8790476190476,-11.1200793650794,-6.01373015873016,2.34103174603175,8.07174603174603,12.3986507936508,14.4724603174603,13.4415079365079,8.51730158730159,3.17603174603175,-7.75031746031746,-13.4793650793651,-7.94185185185186,7.54,19.6849206349206,6.28952380952381,-18.2189417989418,-4.60730158730159,7.19015873015873,-3.66084656084656,85.2904761904762,91.6492063492063,211.919047619048,105.190476190476,-13.0803968253968,1.46634920634921,13.4375396825397,1.31433862433862
"era5",NA,-8.0340733482724,-6.24543125213136,1.23682592482796,8.6373745872861,14.6605557154095,18.8586363535079,21.0324262104337,20.0987616160559,14.7842659844293,7.47650783478269,-3.31716342502168,-8.41077888125463,-16.658060758076,-16.1371833437965,-9.83534124465213,-2.79831821502199,2.84701823885481,7.83675960964629,10.2984728858584,9.23843972342357,4.82806076776416,-0.61176801409038,-11.0227745177254,-16.3504791744171,29.804103529473,27.4415819448988,25.1059501363396,31.7935752814048,62.3664445798596,80.1891411468941,89.1226680666607,74.2311289967989,54.2463468844376,40.4614246031882,31.8689296840429,29.8743572184899,-12.3460670531742,-11.1913072979639,-4.29925765991209,2.91952818613206,8.75378697713218,13.3476979815771,15.6654495481461,14.6686006697397,9.80616337609671,3.43236991034616,-7.16996897137353,-12.3806290278359,-7.39634162458791,8.17825207584121,19.9966080599992,6.31453679806343,-16.1816358697477,-3.26221374027311,9.12455740630944,-2.26882725468386,86.1170604072709,119.265969997604,243.542938210354,126.576701171669,-11.7889887471678,2.45801916778405,14.5605827331543,2.02285477168978
"ACCESS-ESM1-5","r10i1p1f1",-10.2933333333333,-6.93,-1.58333333333333,4.42,11.9833333333333,17.0866666666667,19.8933333333333,19.1833333333333,12.86,4.4,-3.21333333333333,-9.23,-15.6566666666667,-14.1133333333333,-9.21666666666667,-2.20333333333333,2.50333333333333,8.50666666666667,10.7633333333333,9.67333333333333,4.70666666666667,-0.633333333333333,-7.66,-13.8633333333333,26.3133333333333,24.3666666666667,30.4066666666667,48.0666666666667,88.3,152.266666666667,135.313333333333,72.5766666666667,49.05,34.89,30.7266666666667,31.2866666666667,-12.98,-10.5266666666667,-5.4,1.11666666666667,7.24,12.7966666666667,15.3433333333333,14.4266666666667,8.77666666666667,1.87666666666667,-5.43666666666667,-11.5433333333333,-8.79333333333333,4.93333333333333,18.7266666666667,4.67666666666667,-14.53,-2.96666666666667,9.64666666666667,-1.20666666666667,81.88,166.79,360.156666666667,114.666666666667,-11.67,0.99,14.1866666666667,1.73666666666667
"ACCESS-ESM1-5","r1i1p1f1",-10.56,-7.13,-1.52333333333333,4.76333333333333,12.6533333333333,17.6933333333333,20.4033333333333,18.8633333333333,13.3166666666667,4.97,-2.71666666666667,-8.45,-16.0833333333333,-14.3733333333333,-8.99666666666667,-2.01333333333333,2.78666666666667,8.96,10.7533333333333,9.12333333333333,4.87333333333333,-0.536666666666667,-7.20666666666667,-13.2866666666667,27.4666666666667,24.21,31.73,45.4433333333333,79.7666666666667,144.783333333333,112.083333333333,78.6,45.42,40.6,27.61,28.1466666666667,-13.3266666666667,-10.75,-5.26,1.37333333333333,7.71333333333333,13.32,15.5766666666667,14,9.1,2.21666666666667,-4.97666666666667,-10.87,-8.73,5.29333333333333,18.99,5.18333333333333,-14.5966666666667,-2.74666666666667,9.60666666666667,-0.953333333333333,81.1933333333333,156.926666666667,335.463333333333,113.616666666667,-11.6566666666667,1.27,14.3,2.11666666666667
"ACCESS-ESM1-5","r2i1p1f1",-10.0066666666667,-7.79666666666667,-1.81333333333333,4.37666666666667,12.1866666666667,17.5666666666667,20.0366666666667,19.5733333333333,13.9633333333333,4.74333333333333,-3.34,-8.79,-15.6766666666667,-15.04,-9.4,-2.49666666666667,2.74,8.69666666666667,10.6466666666667,9.59666666666667,5.16,-0.873333333333333,-8.03,-13.5266666666667,27.5366666666667,28.4566666666667,34.7366666666667,41.4766666666667,92.54,154.13,116.306666666667,67.2766666666667,36.1133333333333,39.5833333333333,31.8766666666667,25.5066666666667,-12.83,-11.4233333333333,-5.61,0.933333333333333,7.46666666666667,13.1266666666667,15.3433333333333,14.5833333333333,9.56,1.93666666666667,-5.68666666666667,-11.1633333333333,-8.80333333333333,4.91,19.0633333333333,5.12,-14.6933333333333,-3.05,9.64,-1.25,81.9766666666667,168.743333333333,337.706666666667,107.573333333333,-11.7433333333333,0.94,14.3633333333333,1.94
"ACCESS-ESM1-5","r3i1p1f1",-10.61,-6.22333333333333,-0.693333333333333,4.53666666666667,11.6266666666667,16.8733333333333,19.3166666666667,18.6666666666667,13.66,4.67666666666667,-3.19,-8.63666666666667,-15.99,-13.2533333333333,-8.06333333333333,-2.17666666666667,2.40666666666667,8.26666666666667,10.5433333333333,9.46333333333333,5.19333333333333,-0.646666666666667,-7.65,-13.3133333333333,29.98,24.59,34.33,46.6533333333333,85.7966666666667,150.933333333333,129.476666666667,76.1233333333333,45.4033333333333,34.0866666666667,28.5833333333333,27.8366666666667,-13.2966666666667,-9.72666666666667,-4.38333333333333,1.18666666666667,7.01666666666667,12.57,14.9333333333333,14.0733333333333,9.42666666666667,2.02,-5.41666666666667,-10.9833333333333,-8.58,5.16666666666667,18.2866666666667,5.06,-14.2733333333333,-2.61666666666667,9.42333333333333,-1.02666666666667,83.1333333333333,166.78,356.556666666667,108.056666666667,-11.43,1.27333333333333,13.8533333333333,2.00666666666667
"ACCESS-ESM1-5","r4i1p1f1",-10.1666666666667,-6.87,-1.15,4.58666666666667,12,17.35,19.5066666666667,18.8633333333333,12.71,4.70666666666667,-3.24333333333333,-8.71666666666667,-15.59,-14.0933333333333,-9.06333333333333,-2.36333333333333,2.70333333333333,8.47,10.4366666666667,9.34333333333333,4.65333333333333,-0.61,-7.92,-13.5033333333333,27.2166666666667,23.4,30.0833333333333,48.0933333333333,103.68,136.293333333333,135.56,73.9766666666667,51.0233333333333,34.36,26.65,29.88,-12.8766666666667,-10.4766666666667,-5.1,1.11333333333333,7.36,12.9033333333333,14.97,14.1,8.67666666666667,2.05333333333333,-5.59333333333333,-11.1066666666667,-8.59666666666667,5.14,18.58,4.73,-14.4166666666667,-2.90333333333333,9.41333333333333,-1.29,80.13,181.856666666667,345.806666666667,112.05,-11.52,1.12,13.99,1.71666666666667
"ACCESS-ESM1-5","r5i1p1f1",-10.6433333333333,-7.58333333333333,-2.68666666666667,4.34666666666667,11.5066666666667,16.9833333333333,19.3666666666667,17.9066666666667,11.8233333333333,4.14666666666667,-3.7,-9.61,-16.2233333333333,-14.77,-10.4766666666667,-2.39666666666667,2.39,8.32,10.39,8.97666666666667,3.94,-0.81,-8.33333333333333,-14.4,26.4766666666667,26.55,34.6666666666667,45.2933333333333,86.6366666666667,145.143333333333,132.01,73.65,46.5966666666667,39.36,30.0133333333333,26.74,-13.4266666666667,-11.18,-6.58333333333333,0.976666666666667,6.94666666666667,12.65,14.8766666666667,13.4366666666667,7.89,1.67333333333333,-6.01,-12.0133333333333,-9.26,4.39333333333333,18.09,4.09333333333333,-15.1166666666667,-3.49,9.22,-1.73333333333333,81.1533333333333,166.593333333333,350.8,115.97,-12.1966666666667,0.45,13.6666666666667,1.18
"ACCESS-ESM1-5","r6i1p1f1",-9.04666666666667,-6.12,-1.54333333333333,4.96666666666667,11.6,16.7966666666667,19.5866666666667,18.55,12.8566666666667,4.28,-2.94666666666667,-7.99666666666667,-14.4333333333333,-13.22,-9.10666666666667,-1.98,2.63666666666667,8.52333333333333,10.6733333333333,9.44666666666667,4.81,-0.906666666666667,-7.61666666666667,-12.5833333333333,25.4133333333333,23.2966666666667,33.27,47.7666666666667,100.526666666667,158.54,132.943333333333,72.13,45.5566666666667,42.58,30.64,29.8366666666667,-11.7366666666667,-9.66666666666667,-5.33333333333333,1.49666666666667,7.11666666666667,12.6566666666667,15.1366666666667,13.9966666666667,8.83,1.67666666666667,-5.29666666666667,-10.2966666666667,-7.69666666666667,5.00666666666667,18.3033333333333,4.72333333333333,-13.37,-2.82,9.55,-1.23,78.6133333333333,181.566666666667,363.613333333333,118.76,-10.5233333333333,1.09666666666667,13.9266666666667,1.74666666666667
"ACCESS-ESM1-5","r7i1p1f1",-9.71666666666667,-7.81,-1.57,4.45,12.1166666666667,17.7266666666667,20.1833333333333,19.5066666666667,13.1166666666667,4.31333333333333,-3.70333333333333,-9.4,-15.3,-15.27,-9.16,-2.47333333333333,2.70666666666667,8.72666666666667,10.8933333333333,9.73333333333333,4.61,-0.89,-8.34,-14.3133333333333,26.3766666666667,23.9266666666667,34.4133333333333,45.5333333333333,90.0966666666667,148.296666666667,125.603333333333,63.07,42.4733333333333,34.02,31.28,23.6,-12.5166666666667,-11.54,-5.37333333333333,0.99,7.4,13.2233333333333,15.5366666666667,14.6066666666667,8.86,1.71,-6.03333333333333,-11.8533333333333,-8.93,5.00333333333333,19.1366666666667,4.56333333333333,-14.91,-2.98,9.77666666666667,-1.53333333333333,74.8866666666667,170.023333333333,336.953333333333,107.773333333333,-11.9166666666667,1.01,14.4533333333333,1.51333333333333
