"scenario","Year","ACCESS.ESM1.5","AWI.CM.1.1.MR","BCC.CSM2.MR","CanESM5","CNRM.CM6.1","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","HadGEM3.GC31.LL","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","NESM3","UKESM1.0.LL","ensemble"
"historical",1850,-2.4,-21.6,-8.2,-5.7,-4.1,-2.6,NA,-5.6,-7.5,-6.6,-4.6,-5.6,-2,0.1,-7.1,-6,-3,-4.8,-7.6,0.1
"historical",1851,-2.3,-20.4,-6.4,-6,-5.1,-3.1,-7.2,-7.9,-9.1,-6.4,-2.8,-4,0.6,-0.9,-7.6,-6.9,-4.8,-5.8,-5.4,0.6
"historical",1852,-5.1,-20.8,-5.5,-6.2,-3.8,-3.1,-5.5,-6.4,-9.6,-5.7,-1.9,-5.8,-1.5,-0.2,-3.9,-6.1,-2.9,-5.4,-6.1,-0.2
"historical",1853,-3.7,-20.4,-14.1,-5.7,-4.6,-3.1,-9.8,-8.3,-7.9,-4.9,-2.9,-7.5,0.1,-1.3,-3.9,-6.9,-4.1,-4.2,-8.4,0.1
"historical",1854,-3.3,-15.9,-6,-6.2,-5.5,-4,-9.3,-4.9,-8.5,-7.9,-1.9,-6.3,-1.6,-0.5,-6.1,-6.5,-5.6,-5.7,-5.7,-0.5
"historical",1855,-3.3,-24.9,-9.2,-5.7,-3.5,-3.2,-7.2,-10.4,-8,-6.9,-4.9,-4.1,-0.5,-0.3,-3.7,-4.7,-6.6,-6.3,-6.4,-0.3
"historical",1856,-2.6,-15.1,-12.4,-6,-5,-2.9,-12.1,-9.6,-6.8,-6,-1.7,-7.8,-0.5,-0.1,-9.2,-7.8,-2,-5.4,-5.9,-0.1
"historical",1857,-3,-25,-6.8,-6.3,-4.3,-3,-9,-7.6,-10.2,-5.3,-2.7,-6.6,-2,-2.4,-7.6,-7.8,-3.4,-5.5,-7.8,-2
"historical",1858,-2.8,-20.2,-11.1,-7.6,-2.9,-3.8,-8.5,-9.4,-10,-7.2,-4.1,-6.3,-1.7,-1.2,-8.1,-7.6,-4.6,-4.4,-7.4,-1.2
"historical",1859,-2.2,-22.3,-10.3,-4.8,-2.9,-3.2,-9.9,-6.8,-9.3,-7.8,-2.9,-4.4,-1,-0.8,-6.5,-4.9,-3.1,-5,-3,-0.8
